GameID,GameType,HomeTeam,AwayTeam,Date
5315,Regular,Charlotte Hornets,Los Angeles Lakers,16-02-2001
5316,Regular,New York Knicks,New Jersey Nets,16-02-2001
5317,Regular,Orlando Magic,Houston Rockets,16-02-2001
5318,Regular,Golden State Warriors,Vancouver Grizzlies,16-02-2001
5319,Regular,Seattle SuperSonics,Atlanta Hawks,17-02-2001
5320,Regular,Portland Trail Blazers,Boston Celtics,17-02-2001
5321,Regular,Milwaukee Bucks,Charlotte Hornets,17-02-2001
5322,Regular,Chicago Bulls,Miami Heat,17-02-2001
5323,Regular,Dallas Mavericks,Washington Wizards,17-02-2001
5324,Regular,Houston Rockets,Cleveland Cavaliers,17-02-2001
5325,Regular,Golden State Warriors,Atlanta Hawks,18-02-2001
5326,Regular,Denver Nuggets,Washington Wizards,18-02-2001
5327,Regular,Indiana Pacers,Los Angeles Lakers,18-02-2001
5328,Regular,Minnesota Timberwolves,Vancouver Grizzlies,18-02-2001
5329,Regular,Orlando Magic,New York Knicks,18-02-2001
5330,Regular,New Jersey Nets,Los Angeles Clippers,18-02-2001
5331,Regular,Toronto Raptors,San Antonio Spurs,18-02-2001
5332,Regular,Philadelphia 76ers,Phoenix Suns,18-02-2001
5333,Regular,Sacramento Kings,Utah Jazz,18-02-2001
5334,Regular,Cleveland Cavaliers,Chicago Bulls,19-02-2001
5335,Regular,Detroit Pistons,Los Angeles Clippers,19-02-2001
5336,Regular,Milwaukee Bucks,San Antonio Spurs,19-02-2001
5337,Regular,Utah Jazz,Boston Celtics,19-02-2001
5338,Regular,Portland Trail Blazers,Denver Nuggets,20-02-2001
5339,Regular,Dallas Mavericks,Los Angeles Lakers,20-02-2001
5340,Regular,Houston Rockets,Boston Celtics,20-02-2001
5341,Regular,Chicago Bulls,Milwaukee Bucks,20-02-2001
5342,Regular,Sacramento Kings,Atlanta Hawks,20-02-2001
5343,Regular,Orlando Magic,Phoenix Suns,20-02-2001
5344,Regular,Washington Wizards,Vancouver Grizzlies,20-02-2001
5345,Regular,Toronto Raptors,Golden State Warriors,20-02-2001
5346,Regular,New York Knicks,Miami Heat,20-02-2001
5347,Regular,New Jersey Nets,Toronto Raptors,21-02-2001
5348,Regular,Seattle SuperSonics,Denver Nuggets,21-02-2001
5349,Regular,San Antonio Spurs,Los Angeles Lakers,21-02-2001
5350,Regular,Miami Heat,Phoenix Suns,21-02-2001
5351,Regular,Minnesota Timberwolves,Houston Rockets,21-02-2001
5352,Regular,Cleveland Cavaliers,Los Angeles Clippers,21-02-2001
5353,Regular,Philadelphia 76ers,Vancouver Grizzlies,21-02-2001
5354,Regular,Detroit Pistons,New York Knicks,21-02-2001
5355,Regular,Washington Wizards,Sacramento Kings,22-02-2001
5356,Regular,Charlotte Hornets,Golden State Warriors,22-02-2001
5357,Regular,Portland Trail Blazers,Utah Jazz,22-02-2001
5358,Regular,Chicago Bulls,Los Angeles Clippers,22-02-2001
5359,Regular,Dallas Mavericks,Boston Celtics,22-02-2001
5360,Regular,Detroit Pistons,Philadelphia 76ers,23-02-2001
5361,Regular,Los Angeles Lakers,Atlanta Hawks,23-02-2001
5362,Regular,Seattle SuperSonics,Utah Jazz,23-02-2001
5363,Regular,San Antonio Spurs,Boston Celtics,23-02-2001
5364,Regular,Milwaukee Bucks,Vancouver Grizzlies,23-02-2001
5365,Regular,Houston Rockets,Orlando Magic,23-02-2001
5366,Regular,Cleveland Cavaliers,Indiana Pacers,23-02-2001
5367,Regular,New York Knicks,Phoenix Suns,23-02-2001
5368,Regular,Toronto Raptors,Sacramento Kings,23-02-2001
5369,Regular,Minnesota Timberwolves,Golden State Warriors,23-02-2001
5370,Regular,Los Angeles Clippers,Portland Trail Blazers,24-02-2001
5371,Regular,Chicago Bulls,Vancouver Grizzlies,24-02-2001
5372,Regular,Dallas Mavericks,San Antonio Spurs,24-02-2001
5373,Regular,Denver Nuggets,Atlanta Hawks,24-02-2001
5374,Regular,Miami Heat,New Jersey Nets,24-02-2001
5375,Regular,Washington Wizards,Toronto Raptors,24-02-2001
5376,Regular,Charlotte Hornets,Philadelphia 76ers,24-02-2001
5377,Regular,Detroit Pistons,Cleveland Cavaliers,25-02-2001
5378,Regular,Milwaukee Bucks,Golden State Warriors,25-02-2001
5379,Regular,Los Angeles Lakers,Orlando Magic,25-02-2001
5380,Regular,New Jersey Nets,Washington Wizards,25-02-2001
5381,Regular,Indiana Pacers,Minnesota Timberwolves,25-02-2001
5382,Regular,New York Knicks,Sacramento Kings,25-02-2001
5383,Regular,Phoenix Suns,Utah Jazz,25-02-2001
5384,Regular,Boston Celtics,Seattle SuperSonics,26-02-2001
5385,Regular,Charlotte Hornets,Indiana Pacers,26-02-2001
5386,Regular,Philadelphia 76ers,Milwaukee Bucks,26-02-2001
5387,Regular,Chicago Bulls,Golden State Warriors,26-02-2001
5388,Regular,Houston Rockets,Portland Trail Blazers,26-02-2001
5389,Regular,Denver Nuggets,Orlando Magic,26-02-2001
5390,Regular,Utah Jazz,Atlanta Hawks,26-02-2001
5391,Regular,Los Angeles Clippers,Dallas Mavericks,26-02-2001
5392,Regular,Sacramento Kings,Los Angeles Clippers,27-02-2001
5393,Regular,Vancouver Grizzlies,Dallas Mavericks,27-02-2001
5394,Regular,New York Knicks,Seattle SuperSonics,27-02-2001
5395,Regular,San Antonio Spurs,Portland Trail Blazers,27-02-2001
5396,Regular,Toronto Raptors,Cleveland Cavaliers,27-02-2001
5397,Regular,Miami Heat,Washington Wizards,27-02-2001
5398,Regular,Golden State Warriors,Sacramento Kings,28-02-2001
5399,Regular,Phoenix Suns,Orlando Magic,28-02-2001
5400,Regular,Indiana Pacers,Milwaukee Bucks,28-02-2001
5401,Regular,Atlanta Hawks,Toronto Raptors,28-02-2001
5402,Regular,Charlotte Hornets,New Jersey Nets,28-02-2001
5403,Regular,Minnesota Timberwolves,Detroit Pistons,28-02-2001
5404,Regular,Philadelphia 76ers,Miami Heat,28-02-2001
5405,Regular,Chicago Bulls,Houston Rockets,28-02-2001
5406,Regular,Utah Jazz,Vancouver Grizzlies,28-02-2001
5407,Regular,Denver Nuggets,Los Angeles Lakers,28-02-2001
5408,Regular,Cleveland Cavaliers,Seattle SuperSonics,01-03-2001
5409,Regular,New York Knicks,Boston Celtics,01-03-2001
5410,Regular,Milwaukee Bucks,Houston Rockets,01-03-2001
5411,Regular,Portland Trail Blazers,Los Angeles Clippers,01-03-2001
5412,Regular,San Antonio Spurs,Phoenix Suns,01-03-2001
5413,Regular,Los Angeles Clippers,Sacramento Kings,02-03-2001
5414,Regular,Denver Nuggets,Minnesota Timberwolves,02-03-2001
5415,Regular,Chicago Bulls,New York Knicks,02-03-2001
5416,Regular,Indiana Pacers,Seattle SuperSonics,02-03-2001
5417,Regular,Toronto Raptors,New Jersey Nets,02-03-2001
5418,Regular,Atlanta Hawks,Charlotte Hornets,02-03-2001
5419,Regular,Philadelphia 76ers,Washington Wizards,02-03-2001
5420,Regular,Boston Celtics,Utah Jazz,02-03-2001
5421,Regular,Detroit Pistons,Miami Heat,02-03-2001
5422,Regular,Orlando Magic,Cleveland Cavaliers,02-03-2001
5423,Regular,San Antonio Spurs,Atlanta Hawks,03-03-2001
5424,Regular,Dallas Mavericks,Houston Rockets,03-03-2001
5425,Regular,Phoenix Suns,Denver Nuggets,03-03-2001
5426,Regular,Portland Trail Blazers,Golden State Warriors,03-03-2001
5427,Regular,Vancouver Grizzlies,Los Angeles Lakers,03-03-2001
5428,Regular,Milwaukee Bucks,Chicago Bulls,03-03-2001
5429,Regular,Toronto Raptors,New York Knicks,04-03-2001
5430,Regular,Boston Celtics,Charlotte Hornets,04-03-2001
5431,Regular,Detroit Pistons,Orlando Magic,04-03-2001
5432,Regular,Indiana Pacers,New Jersey Nets,04-03-2001
5433,Regular,Washington Wizards,Utah Jazz,04-03-2001
5434,Regular,Minnesota Timberwolves,Seattle SuperSonics,04-03-2001
5435,Regular,Cleveland Cavaliers,Miami Heat,04-03-2001
5436,Regular,Los Angeles Lakers,Golden State Warriors,04-03-2001
5437,Regular,Los Angeles Clippers,Denver Nuggets,05-03-2001
5438,Regular,Orlando Magic,Dallas Mavericks,05-03-2001
5439,Regular,New Jersey Nets,Milwaukee Bucks,05-03-2001
5440,Regular,Atlanta Hawks,Utah Jazz,05-03-2001
5441,Regular,Vancouver Grizzlies,San Antonio Spurs,05-03-2001
5442,Regular,Miami Heat,Detroit Pistons,05-03-2001
5443,Regular,Charlotte Hornets,Minnesota Timberwolves,06-03-2001
5444,Regular,New York Knicks,Indiana Pacers,06-03-2001
5445,Regular,Chicago Bulls,Cleveland Cavaliers,06-03-2001
5446,Regular,Denver Nuggets,Phoenix Suns,06-03-2001
5447,Regular,Sacramento Kings,Toronto Raptors,06-03-2001
5448,Regular,Portland Trail Blazers,Vancouver Grizzlies,06-03-2001
5449,Regular,Seattle SuperSonics,San Antonio Spurs,06-03-2001
5450,Regular,Golden State Warriors,Los Angeles Lakers,06-03-2001
5451,Regular,Phoenix Suns,Sacramento Kings,07-03-2001
5452,Regular,Los Angeles Lakers,Toronto Raptors,07-03-2001
5453,Regular,Utah Jazz,Seattle SuperSonics,07-03-2001
5454,Regular,Orlando Magic,Detroit Pistons,07-03-2001
5455,Regular,Cleveland Cavaliers,Washington Wizards,07-03-2001
5456,Regular,Miami Heat,Dallas Mavericks,07-03-2001
5457,Regular,Boston Celtics,Milwaukee Bucks,07-03-2001
5458,Regular,Philadelphia 76ers,New Jersey Nets,07-03-2001
5459,Regular,Indiana Pacers,New York Knicks,07-03-2001
5460,Regular,Atlanta Hawks,Houston Rockets,07-03-2001
5461,Regular,Portland Trail Blazers,San Antonio Spurs,08-03-2001
5462,Regular,Houston Rockets,Los Angeles Clippers,08-03-2001
5463,Regular,Charlotte Hornets,Orlando Magic,08-03-2001
5464,Regular,Los Angeles Lakers,San Antonio Spurs,09-03-2001
5465,Regular,Vancouver Grizzlies,Portland Trail Blazers,09-03-2001
5466,Regular,Seattle SuperSonics,Toronto Raptors,09-03-2001
5467,Regular,Utah Jazz,Phoenix Suns,09-03-2001
5468,Regular,Sacramento Kings,Denver Nuggets,09-03-2001
5469,Regular,Detroit Pistons,Chicago Bulls,09-03-2001
5470,Regular,New Jersey Nets,New York Knicks,09-03-2001
5471,Regular,Miami Heat,Minnesota Timberwolves,09-03-2001
5472,Regular,Boston Celtics,Washington Wizards,09-03-2001
5473,Regular,Philadelphia 76ers,Atlanta Hawks,09-03-2001
5474,Regular,Dallas Mavericks,Golden State Warriors,09-03-2001
5475,Regular,Indiana Pacers,Cleveland Cavaliers,09-03-2001
5476,Regular,Houston Rockets,Golden State Warriors,10-03-2001
5477,Regular,Atlanta Hawks,Chicago Bulls,10-03-2001
5478,Regular,Charlotte Hornets,Milwaukee Bucks,10-03-2001
5479,Regular,Washington Wizards,New Jersey Nets,10-03-2001
5480,Regular,Orlando Magic,Minnesota Timberwolves,10-03-2001
5481,Regular,New York Knicks,Miami Heat,11-03-2001
5482,Regular,Vancouver Grizzlies,Toronto Raptors,11-03-2001
5483,Regular,Sacramento Kings,Utah Jazz,11-03-2001
5484,Regular,Detroit Pistons,Indiana Pacers,11-03-2001
5485,Regular,Cleveland Cavaliers,Milwaukee Bucks,11-03-2001
5486,Regular,Phoenix Suns,Houston Rockets,11-03-2001
5487,Regular,Dallas Mavericks,Los Angeles Clippers,11-03-2001
5488,Regular,Los Angeles Lakers,Seattle SuperSonics,11-03-2001
5489,Regular,Boston Celtics,Philadelphia 76ers,11-03-2001
5490,Regular,Charlotte Hornets,Chicago Bulls,12-03-2001
5491,Regular,Minnesota Timberwolves,Miami Heat,12-03-2001
5492,Regular,San Antonio Spurs,Los Angeles Clippers,12-03-2001
5493,Regular,Golden State Warriors,Denver Nuggets,12-03-2001
5494,Regular,Toronto Raptors,Milwaukee Bucks,13-03-2001
5495,Regular,Atlanta Hawks,Vancouver Grizzlies,13-03-2001
5496,Regular,New York Knicks,Cleveland Cavaliers,13-03-2001
5497,Regular,Orlando Magic,Sacramento Kings,13-03-2001
5498,Regular,Dallas Mavericks,New Jersey Nets,13-03-2001
5499,Regular,Houston Rockets,Indiana Pacers,13-03-2001
5500,Regular,Seattle SuperSonics,Portland Trail Blazers,13-03-2001
5501,Regular,Los Angeles Lakers,Boston Celtics,13-03-2001
5502,Regular,San Antonio Spurs,Minnesota Timberwolves,14-03-2001
5503,Regular,Golden State Warriors,Utah Jazz,14-03-2001
5504,Regular,Portland Trail Blazers,Phoenix Suns,14-03-2001
5505,Regular,Denver Nuggets,Indiana Pacers,14-03-2001
5506,Regular,Chicago Bulls,Philadelphia 76ers,14-03-2001
5507,Regular,Cleveland Cavaliers,Orlando Magic,14-03-2001
5508,Regular,Miami Heat,Sacramento Kings,14-03-2001
5509,Regular,Charlotte Hornets,Vancouver Grizzlies,14-03-2001
5510,Regular,Washington Wizards,Detroit Pistons,14-03-2001
5511,Regular,Houston Rockets,New Jersey Nets,15-03-2001
5512,Regular,Detroit Pistons,Los Angeles Lakers,15-03-2001
5513,Regular,New York Knicks,Toronto Raptors,15-03-2001
5514,Regular,Milwaukee Bucks,Seattle SuperSonics,15-03-2001
5515,Regular,Dallas Mavericks,Minnesota Timberwolves,15-03-2001
5516,Regular,Phoenix Suns,Boston Celtics,15-03-2001
5517,Regular,Los Angeles Clippers,Golden State Warriors,16-03-2001
5518,Regular,Portland Trail Blazers,Utah Jazz,16-03-2001
5519,Regular,Denver Nuggets,Boston Celtics,16-03-2001
5520,Regular,Chicago Bulls,Seattle SuperSonics,16-03-2001
5521,Regular,Orlando Magic,Vancouver Grizzlies,16-03-2001
5522,Regular,San Antonio Spurs,New Jersey Nets,16-03-2001
5523,Regular,Indiana Pacers,Atlanta Hawks,16-03-2001
5524,Regular,Philadelphia 76ers,Sacramento Kings,16-03-2001
5525,Regular,Cleveland Cavaliers,Charlotte Hornets,16-03-2001
5526,Regular,Washington Wizards,Los Angeles Lakers,16-03-2001
5527,Regular,Atlanta Hawks,Detroit Pistons,17-03-2001
5528,Regular,Charlotte Hornets,Washington Wizards,17-03-2001
5529,Regular,Miami Heat,Vancouver Grizzlies,17-03-2001
5530,Regular,New York Knicks,Chicago Bulls,17-03-2001
5531,Regular,Dallas Mavericks,Phoenix Suns,17-03-2001
5532,Regular,Houston Rockets,San Antonio Spurs,17-03-2001
5533,Regular,Milwaukee Bucks,Philadelphia 76ers,17-03-2001
5534,Regular,Los Angeles Clippers,Utah Jazz,18-03-2001
5535,Regular,Denver Nuggets,New Jersey Nets,18-03-2001
5536,Regular,Golden State Warriors,Seattle SuperSonics,18-03-2001
5537,Regular,Indiana Pacers,Sacramento Kings,18-03-2001
5538,Regular,Minnesota Timberwolves,Cleveland Cavaliers,18-03-2001
5539,Regular,Orlando Magic,Los Angeles Lakers,18-03-2001
5540,Regular,Detroit Pistons,Milwaukee Bucks,18-03-2001
5541,Regular,Atlanta Hawks,Los Angeles Lakers,19-03-2001
5542,Regular,San Antonio Spurs,Portland Trail Blazers,19-03-2001
5543,Regular,Seattle SuperSonics,Philadelphia 76ers,19-03-2001
5544,Regular,Utah Jazz,Detroit Pistons,20-03-2001
5545,Regular,Los Angeles Clippers,Philadelphia 76ers,20-03-2001
5546,Regular,Phoenix Suns,Washington Wizards,20-03-2001
5547,Regular,Sacramento Kings,Houston Rockets,20-03-2001
5548,Regular,Chicago Bulls,Orlando Magic,20-03-2001
5549,Regular,Toronto Raptors,Indiana Pacers,20-03-2001
5550,Regular,New Jersey Nets,Vancouver Grizzlies,20-03-2001
5551,Regular,Cleveland Cavaliers,New York Knicks,20-03-2001
5552,Regular,Dallas Mavericks,Portland Trail Blazers,20-03-2001
5553,Regular,Golden State Warriors,Washington Wizards,21-03-2001
5554,Regular,Miami Heat,Chicago Bulls,21-03-2001
5555,Regular,Milwaukee Bucks,Los Angeles Lakers,21-03-2001
5556,Regular,Indiana Pacers,Orlando Magic,21-03-2001
5557,Regular,Minnesota Timberwolves,Dallas Mavericks,21-03-2001
5558,Regular,Boston Celtics,San Antonio Spurs,21-03-2001
5559,Regular,Charlotte Hornets,Toronto Raptors,21-03-2001
5560,Regular,Atlanta Hawks,San Antonio Spurs,22-03-2001
5561,Regular,Cleveland Cavaliers,Vancouver Grizzlies,22-03-2001
5562,Regular,New Jersey Nets,Boston Celtics,22-03-2001
5563,Regular,Utah Jazz,Portland Trail Blazers,22-03-2001
5564,Regular,Seattle SuperSonics,Phoenix Suns,22-03-2001
5565,Regular,Los Angeles Clippers,Houston Rockets,22-03-2001
5566,Regular,Sacramento Kings,Detroit Pistons,22-03-2001
5567,Regular,Indiana Pacers,Vancouver Grizzlies,23-03-2001
5568,Regular,New York Knicks,New Jersey Nets,23-03-2001
5569,Regular,Chicago Bulls,Charlotte Hornets,23-03-2001
5570,Regular,Milwaukee Bucks,Orlando Magic,23-03-2001
5571,Regular,Phoenix Suns,Philadelphia 76ers,23-03-2001
5572,Regular,Los Angeles Lakers,Washington Wizards,23-03-2001
5573,Regular,Minnesota Timberwolves,Denver Nuggets,23-03-2001
5574,Regular,Toronto Raptors,Atlanta Hawks,23-03-2001
5575,Regular,Cleveland Cavaliers,Denver Nuggets,24-03-2001
5576,Regular,Dallas Mavericks,Charlotte Hornets,24-03-2001
5577,Regular,Utah Jazz,Washington Wizards,24-03-2001
5578,Regular,Seattle SuperSonics,Houston Rockets,24-03-2001
5579,Regular,Golden State Warriors,Detroit Pistons,24-03-2001
5580,Regular,Milwaukee Bucks,Atlanta Hawks,25-03-2001
5581,Regular,Orlando Magic,Indiana Pacers,25-03-2001
5582,Regular,Toronto Raptors,Vancouver Grizzlies,25-03-2001
5583,Regular,Boston Celtics,Chicago Bulls,25-03-2001
5584,Regular,Minnesota Timberwolves,New Jersey Nets,25-03-2001
5585,Regular,Sacramento Kings,Los Angeles Lakers,25-03-2001
5586,Regular,Miami Heat,San Antonio Spurs,25-03-2001
5587,Regular,Philadelphia 76ers,Milwaukee Bucks,26-03-2001
5588,Regular,Chicago Bulls,Denver Nuggets,26-03-2001
5589,Regular,Phoenix Suns,Los Angeles Lakers,26-03-2001
5590,Regular,Utah Jazz,Dallas Mavericks,26-03-2001
5591,Regular,Portland Trail Blazers,Los Angeles Clippers,26-03-2001
5592,Regular,Seattle SuperSonics,Cleveland Cavaliers,26-03-2001
5593,Regular,Golden State Warriors,New York Knicks,26-03-2001
5594,Regular,Sacramento Kings,New York Knicks,27-03-2001
5595,Regular,Los Angeles Clippers,Detroit Pistons,27-03-2001
5596,Regular,San Antonio Spurs,Charlotte Hornets,27-03-2001
5597,Regular,Miami Heat,Toronto Raptors,27-03-2001
5598,Regular,Atlanta Hawks,Boston Celtics,27-03-2001
5599,Regular,Washington Wizards,Indiana Pacers,27-03-2001
5600,Regular,Houston Rockets,Utah Jazz,27-03-2001
5601,Regular,Seattle SuperSonics,Minnesota Timberwolves,28-03-2001
5602,Regular,Portland Trail Blazers,Dallas Mavericks,28-03-2001
5603,Regular,Los Angeles Lakers,Sacramento Kings,28-03-2001
5604,Regular,Philadelphia 76ers,Orlando Magic,28-03-2001
5605,Regular,New Jersey Nets,Denver Nuggets,28-03-2001
5606,Regular,Phoenix Suns,Cleveland Cavaliers,28-03-2001
5607,Regular,Washington Wizards,Golden State Warriors,29-03-2001
5608,Regular,Atlanta Hawks,Indiana Pacers,29-03-2001
5609,Regular,Milwaukee Bucks,Miami Heat,29-03-2001
5610,Regular,San Antonio Spurs,Utah Jazz,29-03-2001
5611,Regular,Chicago Bulls,Boston Celtics,29-03-2001
5612,Regular,Houston Rockets,Phoenix Suns,29-03-2001
5613,Regular,Vancouver Grizzlies,New York Knicks,29-03-2001
5614,Regular,Los Angeles Lakers,Dallas Mavericks,30-03-2001
5615,Regular,Philadelphia 76ers,Golden State Warriors,30-03-2001
5616,Regular,Toronto Raptors,New Jersey Nets,30-03-2001
5617,Regular,Boston Celtics,Indiana Pacers,30-03-2001
5618,Regular,Charlotte Hornets,Denver Nuggets,30-03-2001
5619,Regular,Detroit Pistons,Orlando Magic,30-03-2001
5620,Regular,Utah Jazz,Cleveland Cavaliers,30-03-2001
5621,Regular,Portland Trail Blazers,New York Knicks,30-03-2001
5622,Regular,Seattle SuperSonics,Los Angeles Clippers,30-03-2001
5623,Regular,Sacramento Kings,Minnesota Timberwolves,30-03-2001
5624,Regular,San Antonio Spurs,Milwaukee Bucks,31-03-2001
5625,Regular,Chicago Bulls,Miami Heat,31-03-2001
5626,Regular,Los Angeles Clippers,Cleveland Cavaliers,31-03-2001
5627,Regular,Washington Wizards,Houston Rockets,31-03-2001
5628,Regular,Atlanta Hawks,Denver Nuggets,31-03-2001
5629,Regular,Sacramento Kings,Dallas Mavericks,01-04-2001
5630,Regular,Phoenix Suns,Milwaukee Bucks,01-04-2001
5631,Regular,New Jersey Nets,Houston Rockets,01-04-2001
5632,Regular,Detroit Pistons,Golden State Warriors,01-04-2001
5633,Regular,Los Angeles Lakers,New York Knicks,01-04-2001
5634,Regular,Toronto Raptors,Orlando Magic,01-04-2001
5635,Regular,Portland Trail Blazers,Minnesota Timberwolves,01-04-2001
5636,Regular,Charlotte Hornets,Boston Celtics,01-04-2001
5637,Regular,Philadelphia 76ers,Indiana Pacers,01-04-2001
5638,Regular,Vancouver Grizzlies,Utah Jazz,01-04-2001
5639,Regular,San Antonio Spurs,Seattle SuperSonics,03-04-2001
5640,Regular,Toronto Raptors,Philadelphia 76ers,03-04-2001
5641,Regular,Sacramento Kings,Milwaukee Bucks,03-04-2001
5642,Regular,Denver Nuggets,Portland Trail Blazers,03-04-2001
5643,Regular,Houston Rockets,Dallas Mavericks,03-04-2001
5644,Regular,Indiana Pacers,Phoenix Suns,03-04-2001
5645,Regular,New York Knicks,Orlando Magic,03-04-2001
5646,Regular,New Jersey Nets,Charlotte Hornets,03-04-2001
5647,Regular,Miami Heat,Boston Celtics,03-04-2001
5648,Regular,Utah Jazz,Los Angeles Lakers,03-04-2001
5649,Regular,Chicago Bulls,Detroit Pistons,03-04-2001
5650,Regular,Washington Wizards,Miami Heat,04-04-2001
5651,Regular,Charlotte Hornets,Phoenix Suns,04-04-2001
5652,Regular,Cleveland Cavaliers,Toronto Raptors,04-04-2001
5653,Regular,Detroit Pistons,Philadelphia 76ers,04-04-2001
5654,Regular,Orlando Magic,Boston Celtics,04-04-2001
5655,Regular,Minnesota Timberwolves,Portland Trail Blazers,04-04-2001
5656,Regular,Vancouver Grizzlies,Los Angeles Clippers,04-04-2001
5657,Regular,Golden State Warriors,Milwaukee Bucks,04-04-2001
5658,Regular,Denver Nuggets,San Antonio Spurs,05-04-2001
5659,Regular,Houston Rockets,Seattle SuperSonics,05-04-2001
5660,Regular,Dallas Mavericks,Atlanta Hawks,05-04-2001
5661,Regular,Chicago Bulls,Los Angeles Lakers,05-04-2001
5662,Regular,Utah Jazz,Sacramento Kings,05-04-2001
5663,Regular,New York Knicks,Washington Wizards,05-04-2001
5664,Regular,Philadelphia 76ers,Cleveland Cavaliers,06-04-2001
5665,Regular,Boston Celtics,Los Angeles Lakers,06-04-2001
5666,Regular,Miami Heat,Charlotte Hornets,06-04-2001
5667,Regular,Orlando Magic,Toronto Raptors,06-04-2001
5668,Regular,Indiana Pacers,Chicago Bulls,06-04-2001
5669,Regular,Minnesota Timberwolves,Phoenix Suns,06-04-2001
5670,Regular,Vancouver Grizzlies,Sacramento Kings,06-04-2001
5671,Regular,Golden State Warriors,Portland Trail Blazers,06-04-2001
5672,Regular,Los Angeles Clippers,Milwaukee Bucks,06-04-2001
5673,Regular,Los Angeles Clippers,San Antonio Spurs,07-04-2001
5674,Regular,Denver Nuggets,Vancouver Grizzlies,07-04-2001
5675,Regular,Charlotte Hornets,Detroit Pistons,07-04-2001
5676,Regular,Dallas Mavericks,Utah Jazz,07-04-2001
5677,Regular,Cleveland Cavaliers,Phoenix Suns,07-04-2001
5678,Regular,Houston Rockets,Atlanta Hawks,07-04-2001
5679,Regular,Washington Wizards,Boston Celtics,07-04-2001
5680,Regular,Miami Heat,New York Knicks,08-04-2001
5681,Regular,New Jersey Nets,Indiana Pacers,08-04-2001
5682,Regular,Sacramento Kings,Portland Trail Blazers,08-04-2001
5683,Regular,Toronto Raptors,Chicago Bulls,08-04-2001
5684,Regular,Minnesota Timberwolves,Los Angeles Lakers,08-04-2001
5685,Regular,Golden State Warriors,San Antonio Spurs,08-04-2001
5686,Regular,Seattle SuperSonics,Milwaukee Bucks,08-04-2001
5687,Regular,Utah Jazz,Houston Rockets,09-04-2001
5688,Regular,New York Knicks,Charlotte Hornets,09-04-2001
5689,Regular,Detroit Pistons,Atlanta Hawks,09-04-2001
5690,Regular,Indiana Pacers,Washington Wizards,09-04-2001
5691,Regular,Philadelphia 76ers,Boston Celtics,09-04-2001
5692,Regular,Cleveland Cavaliers,Orlando Magic,10-04-2001
5693,Regular,Miami Heat,Philadelphia 76ers,10-04-2001
5694,Regular,Milwaukee Bucks,Chicago Bulls,10-04-2001
5695,Regular,Houston Rockets,Denver Nuggets,10-04-2001
5696,Regular,San Antonio Spurs,Dallas Mavericks,10-04-2001
5697,Regular,Portland Trail Blazers,Golden State Warriors,10-04-2001
5698,Regular,Vancouver Grizzlies,Minnesota Timberwolves,10-04-2001
5699,Regular,Los Angeles Lakers,Phoenix Suns,10-04-2001
5700,Regular,Sacramento Kings,Los Angeles Clippers,10-04-2001
5701,Regular,Seattle SuperSonics,Golden State Warriors,11-04-2001
5702,Regular,Phoenix Suns,Dallas Mavericks,11-04-2001
5703,Regular,Detroit Pistons,Toronto Raptors,11-04-2001
5704,Regular,Atlanta Hawks,Cleveland Cavaliers,11-04-2001
5705,Regular,Washington Wizards,Chicago Bulls,11-04-2001
5706,Regular,Indiana Pacers,New York Knicks,11-04-2001
5707,Regular,Boston Celtics,Miami Heat,11-04-2001
5708,Regular,Los Angeles Lakers,Minnesota Timberwolves,12-04-2001
5709,Regular,Vancouver Grizzlies,Portland Trail Blazers,12-04-2001
5710,Regular,San Antonio Spurs,Sacramento Kings,12-04-2001
5711,Regular,Milwaukee Bucks,Utah Jazz,12-04-2001
5712,Regular,Orlando Magic,Philadelphia 76ers,12-04-2001
5713,Regular,Charlotte Hornets,New Jersey Nets,12-04-2001
5714,Regular,Los Angeles Clippers,Minnesota Timberwolves,13-04-2001
5715,Regular,Portland Trail Blazers,Houston Rockets,13-04-2001
5716,Regular,Denver Nuggets,Golden State Warriors,13-04-2001
5717,Regular,Dallas Mavericks,Sacramento Kings,13-04-2001
5718,Regular,Phoenix Suns,Seattle SuperSonics,13-04-2001
5719,Regular,Indiana Pacers,Boston Celtics,13-04-2001
5720,Regular,New York Knicks,Atlanta Hawks,13-04-2001
5721,Regular,New Jersey Nets,Cleveland Cavaliers,13-04-2001
5722,Regular,Washington Wizards,Orlando Magic,13-04-2001
5723,Regular,Chicago Bulls,Utah Jazz,13-04-2001
5724,Regular,Toronto Raptors,Miami Heat,13-04-2001
5725,Regular,Atlanta Hawks,Detroit Pistons,14-04-2001
5726,Regular,Milwaukee Bucks,Toronto Raptors,14-04-2001
5727,Regular,San Antonio Spurs,Denver Nuggets,14-04-2001
5728,Regular,Vancouver Grizzlies,Houston Rockets,14-04-2001
5729,Regular,Golden State Warriors,Los Angeles Clippers,14-04-2001
5730,Regular,Phoenix Suns,Sacramento Kings,15-04-2001
5731,Regular,Seattle SuperSonics,Dallas Mavericks,15-04-2001
5732,Regular,Boston Celtics,New Jersey Nets,15-04-2001
5733,Regular,Philadelphia 76ers,New York Knicks,15-04-2001
5734,Regular,Washington Wizards,Cleveland Cavaliers,15-04-2001
5735,Regular,Miami Heat,Orlando Magic,15-04-2001
5736,Regular,Chicago Bulls,Indiana Pacers,15-04-2001
