GameID,GameType,HomeTeam,AwayTeam,Date
20950,Regular,Memphis Grizzlies,Boston Celtics,23-03-2013
20951,Regular,New York Knicks,Toronto Raptors,23-03-2013
20952,Regular,Charlotte Bobcats,Detroit Pistons,23-03-2013
20953,Regular,Chicago Bulls,Indiana Pacers,23-03-2013
20954,Regular,Phoenix Suns,Brooklyn Nets,24-03-2013
20955,Regular,Dallas Mavericks,Utah Jazz,24-03-2013
20956,Regular,Oklahoma City Thunder,Portland Trail Blazers,24-03-2013
20957,Regular,Minnesota Timberwolves,Chicago Bulls,24-03-2013
20958,Regular,Sacramento Kings,Philadelphia 76ers,24-03-2013
20959,Regular,Miami Heat,Charlotte Bobcats,24-03-2013
20960,Regular,Milwaukee Bucks,Atlanta Hawks,24-03-2013
20961,Regular,Houston Rockets,San Antonio Spurs,24-03-2013
20962,Regular,Indiana Pacers,Atlanta Hawks,25-03-2013
20963,Regular,Orlando Magic,Miami Heat,25-03-2013
20964,Regular,Washington Wizards,Memphis Grizzlies,25-03-2013
20965,Regular,New Orleans Hornets,Denver Nuggets,25-03-2013
20966,Regular,Utah Jazz,Philadelphia 76ers,25-03-2013
20967,Regular,Golden State Warriors,Los Angeles Lakers,25-03-2013
20968,Regular,Dallas Mavericks,Los Angeles Clippers,26-03-2013
20969,Regular,Boston Celtics,New York Knicks,26-03-2013
20970,Regular,Detroit Pistons,Minnesota Timberwolves,26-03-2013
20971,Regular,New Orleans Hornets,Los Angeles Clippers,27-03-2013
20972,Regular,Oklahoma City Thunder,Washington Wizards,27-03-2013
20973,Regular,Golden State Warriors,Sacramento Kings,27-03-2013
20974,Regular,Utah Jazz,Phoenix Suns,27-03-2013
20975,Regular,Minnesota Timberwolves,Los Angeles Lakers,27-03-2013
20976,Regular,San Antonio Spurs,Denver Nuggets,27-03-2013
20977,Regular,Houston Rockets,Indiana Pacers,27-03-2013
20978,Regular,Portland Trail Blazers,Brooklyn Nets,27-03-2013
20979,Regular,New York Knicks,Memphis Grizzlies,27-03-2013
20980,Regular,Toronto Raptors,Atlanta Hawks,27-03-2013
20981,Regular,Philadelphia 76ers,Milwaukee Bucks,27-03-2013
20982,Regular,Cleveland Cavaliers,Boston Celtics,27-03-2013
20983,Regular,Charlotte Bobcats,Orlando Magic,27-03-2013
20984,Regular,Chicago Bulls,Miami Heat,27-03-2013
20985,Regular,Milwaukee Bucks,Los Angeles Lakers,28-03-2013
20986,Regular,Dallas Mavericks,Indiana Pacers,28-03-2013
20987,Regular,Phoenix Suns,Sacramento Kings,28-03-2013
20988,Regular,Portland Trail Blazers,Utah Jazz,29-03-2013
20989,Regular,Denver Nuggets,Brooklyn Nets,29-03-2013
20990,Regular,San Antonio Spurs,Los Angeles Clippers,29-03-2013
20991,Regular,New Orleans Hornets,Miami Heat,29-03-2013
20992,Regular,Minnesota Timberwolves,Oklahoma City Thunder,29-03-2013
20993,Regular,Cleveland Cavaliers,Philadelphia 76ers,29-03-2013
20994,Regular,New York Knicks,Charlotte Bobcats,29-03-2013
20995,Regular,Detroit Pistons,Toronto Raptors,29-03-2013
20996,Regular,Boston Celtics,Atlanta Hawks,29-03-2013
20997,Regular,Orlando Magic,Washington Wizards,29-03-2013
20998,Regular,Memphis Grizzlies,Houston Rockets,29-03-2013
20999,Regular,Atlanta Hawks,Orlando Magic,30-03-2013
21000,Regular,Dallas Mavericks,Chicago Bulls,30-03-2013
21001,Regular,Houston Rockets,Los Angeles Clippers,30-03-2013
21002,Regular,Minnesota Timberwolves,Memphis Grizzlies,30-03-2013
21003,Regular,Philadelphia 76ers,Charlotte Bobcats,30-03-2013
21004,Regular,Milwaukee Bucks,Oklahoma City Thunder,30-03-2013
21005,Regular,Utah Jazz,Brooklyn Nets,30-03-2013
21006,Regular,Phoenix Suns,Indiana Pacers,30-03-2013
21007,Regular,Sacramento Kings,Los Angeles Lakers,30-03-2013
21008,Regular,Golden State Warriors,Portland Trail Blazers,30-03-2013
21009,Regular,New York Knicks,Boston Celtics,31-03-2013
21010,Regular,Chicago Bulls,Detroit Pistons,31-03-2013
21011,Regular,San Antonio Spurs,Miami Heat,31-03-2013
21012,Regular,New Orleans Hornets,Cleveland Cavaliers,31-03-2013
21013,Regular,Washington Wizards,Toronto Raptors,31-03-2013
21014,Regular,Utah Jazz,Portland Trail Blazers,01-04-2013
21015,Regular,Toronto Raptors,Detroit Pistons,01-04-2013
21016,Regular,Atlanta Hawks,Cleveland Cavaliers,01-04-2013
21017,Regular,Houston Rockets,Orlando Magic,01-04-2013
21018,Regular,Memphis Grizzlies,San Antonio Spurs,01-04-2013
21019,Regular,Milwaukee Bucks,Charlotte Bobcats,01-04-2013
21020,Regular,Minnesota Timberwolves,Boston Celtics,01-04-2013
21021,Regular,Los Angeles Clippers,Indiana Pacers,01-04-2013
21022,Regular,Los Angeles Lakers,Dallas Mavericks,02-04-2013
21023,Regular,Miami Heat,New York Knicks,02-04-2013
21024,Regular,Washington Wizards,Chicago Bulls,02-04-2013
21025,Regular,Portland Trail Blazers,Memphis Grizzlies,03-04-2013
21026,Regular,Los Angeles Clippers,Phoenix Suns,03-04-2013
21027,Regular,Golden State Warriors,New Orleans Hornets,03-04-2013
21028,Regular,Sacramento Kings,Houston Rockets,03-04-2013
21029,Regular,Utah Jazz,Denver Nuggets,03-04-2013
21030,Regular,Milwaukee Bucks,Minnesota Timberwolves,03-04-2013
21031,Regular,San Antonio Spurs,Orlando Magic,03-04-2013
21032,Regular,Toronto Raptors,Washington Wizards,03-04-2013
21033,Regular,Cleveland Cavaliers,Brooklyn Nets,03-04-2013
21034,Regular,Charlotte Bobcats,Philadelphia 76ers,03-04-2013
21035,Regular,Atlanta Hawks,New York Knicks,03-04-2013
21036,Regular,Boston Celtics,Detroit Pistons,03-04-2013
21037,Regular,Oklahoma City Thunder,San Antonio Spurs,04-04-2013
21038,Regular,Brooklyn Nets,Chicago Bulls,04-04-2013
21039,Regular,Denver Nuggets,Dallas Mavericks,04-04-2013
21040,Regular,Utah Jazz,New Orleans Hornets,05-04-2013
21041,Regular,Sacramento Kings,Dallas Mavericks,05-04-2013
21042,Regular,Minnesota Timberwolves,Toronto Raptors,05-04-2013
21043,Regular,Portland Trail Blazers,Houston Rockets,05-04-2013
21044,Regular,Los Angeles Lakers,Memphis Grizzlies,05-04-2013
21045,Regular,Indiana Pacers,Oklahoma City Thunder,05-04-2013
21046,Regular,Phoenix Suns,Golden State Warriors,05-04-2013
21047,Regular,Charlotte Bobcats,Miami Heat,05-04-2013
21048,Regular,New York Knicks,Milwaukee Bucks,05-04-2013
21049,Regular,Chicago Bulls,Orlando Magic,05-04-2013
21050,Regular,Boston Celtics,Cleveland Cavaliers,05-04-2013
21051,Regular,Atlanta Hawks,Philadelphia 76ers,05-04-2013
21052,Regular,San Antonio Spurs,Atlanta Hawks,06-04-2013
21053,Regular,Milwaukee Bucks,Toronto Raptors,06-04-2013
21054,Regular,Minnesota Timberwolves,Detroit Pistons,06-04-2013
21055,Regular,Denver Nuggets,Houston Rockets,06-04-2013
21056,Regular,Brooklyn Nets,Charlotte Bobcats,06-04-2013
21057,Regular,Washington Wizards,Indiana Pacers,06-04-2013
21058,Regular,Miami Heat,Philadelphia 76ers,06-04-2013
21059,Regular,Portland Trail Blazers,Dallas Mavericks,07-04-2013
21060,Regular,Phoenix Suns,New Orleans Hornets,07-04-2013
21061,Regular,Golden State Warriors,Utah Jazz,07-04-2013
21062,Regular,Detroit Pistons,Chicago Bulls,07-04-2013
21063,Regular,Sacramento Kings,Memphis Grizzlies,07-04-2013
21064,Regular,Boston Celtics,Washington Wizards,07-04-2013
21065,Regular,Los Angeles Clippers,Los Angeles Lakers,07-04-2013
21066,Regular,Oklahoma City Thunder,New York Knicks,07-04-2013
21067,Regular,Cleveland Cavaliers,Orlando Magic,07-04-2013
21068,Regular,Los Angeles Lakers,New Orleans Hornets,09-04-2013
21069,Regular,Golden State Warriors,Minnesota Timberwolves,09-04-2013
21070,Regular,Utah Jazz,Oklahoma City Thunder,09-04-2013
21071,Regular,Memphis Grizzlies,Charlotte Bobcats,09-04-2013
21072,Regular,Houston Rockets,Phoenix Suns,09-04-2013
21073,Regular,Miami Heat,Milwaukee Bucks,09-04-2013
21074,Regular,New York Knicks,Washington Wizards,09-04-2013
21075,Regular,Brooklyn Nets,Philadelphia 76ers,09-04-2013
21076,Regular,Indiana Pacers,Cleveland Cavaliers,09-04-2013
21077,Regular,Chicago Bulls,Toronto Raptors,09-04-2013
21078,Regular,Los Angeles Clippers,Minnesota Timberwolves,10-04-2013
21079,Regular,Denver Nuggets,San Antonio Spurs,10-04-2013
21080,Regular,Sacramento Kings,New Orleans Hornets,10-04-2013
21081,Regular,Dallas Mavericks,Phoenix Suns,10-04-2013
21082,Regular,Boston Celtics,Brooklyn Nets,10-04-2013
21083,Regular,Portland Trail Blazers,Los Angeles Lakers,10-04-2013
21084,Regular,Philadelphia 76ers,Atlanta Hawks,10-04-2013
21085,Regular,Orlando Magic,Milwaukee Bucks,10-04-2013
21086,Regular,Cleveland Cavaliers,Detroit Pistons,10-04-2013
21087,Regular,Washington Wizards,Miami Heat,10-04-2013
21088,Regular,Chicago Bulls,New York Knicks,11-04-2013
21089,Regular,Golden State Warriors,Oklahoma City Thunder,11-04-2013
21090,Regular,Houston Rockets,Memphis Grizzlies,12-04-2013
21091,Regular,Los Angeles Lakers,Golden State Warriors,12-04-2013
21092,Regular,Portland Trail Blazers,Oklahoma City Thunder,12-04-2013
21093,Regular,Utah Jazz,Minnesota Timberwolves,12-04-2013
21094,Regular,San Antonio Spurs,Sacramento Kings,12-04-2013
21095,Regular,New Orleans Hornets,Los Angeles Clippers,12-04-2013
21096,Regular,Miami Heat,Boston Celtics,12-04-2013
21097,Regular,Dallas Mavericks,Denver Nuggets,12-04-2013
21098,Regular,Cleveland Cavaliers,New York Knicks,12-04-2013
21099,Regular,Atlanta Hawks,Milwaukee Bucks,12-04-2013
21100,Regular,Detroit Pistons,Charlotte Bobcats,12-04-2013
21101,Regular,Washington Wizards,Philadelphia 76ers,12-04-2013
21102,Regular,Toronto Raptors,Chicago Bulls,12-04-2013
21103,Regular,Indiana Pacers,Brooklyn Nets,12-04-2013
21104,Regular,Charlotte Bobcats,Milwaukee Bucks,13-04-2013
21105,Regular,Orlando Magic,Boston Celtics,13-04-2013
21106,Regular,Memphis Grizzlies,Los Angeles Clippers,13-04-2013
21107,Regular,Minnesota Timberwolves,Phoenix Suns,13-04-2013
21108,Regular,Los Angeles Lakers,San Antonio Spurs,14-04-2013
21109,Regular,Houston Rockets,Sacramento Kings,14-04-2013
21110,Regular,New Orleans Hornets,Dallas Mavericks,14-04-2013
21111,Regular,Denver Nuggets,Portland Trail Blazers,14-04-2013
21112,Regular,Miami Heat,Chicago Bulls,14-04-2013
21113,Regular,Philadelphia 76ers,Cleveland Cavaliers,14-04-2013
21114,Regular,New York Knicks,Indiana Pacers,14-04-2013
21115,Regular,Toronto Raptors,Brooklyn Nets,14-04-2013
21116,Regular,Milwaukee Bucks,Denver Nuggets,15-04-2013
21117,Regular,Golden State Warriors,San Antonio Spurs,15-04-2013
21118,Regular,Phoenix Suns,Houston Rockets,15-04-2013
21119,Regular,Oklahoma City Thunder,Sacramento Kings,15-04-2013
21120,Regular,Minnesota Timberwolves,Utah Jazz,15-04-2013
21121,Regular,Dallas Mavericks,Memphis Grizzlies,15-04-2013
21122,Regular,Detroit Pistons,Philadelphia 76ers,15-04-2013
21123,Regular,Brooklyn Nets,Washington Wizards,15-04-2013
21124,Regular,Orlando Magic,Chicago Bulls,15-04-2013
21125,Regular,Cleveland Cavaliers,Miami Heat,15-04-2013
21126,Regular,Charlotte Bobcats,New York Knicks,15-04-2013
21127,Regular,Atlanta Hawks,Toronto Raptors,16-04-2013
21128,Regular,Los Angeles Clippers,Portland Trail Blazers,16-04-2013
21129,Regular,Portland Trail Blazers,Golden State Warriors,17-04-2013
21130,Regular,Los Angeles Lakers,Houston Rockets,17-04-2013
21131,Regular,Toronto Raptors,Boston Celtics,17-04-2013
21132,Regular,San Antonio Spurs,Minnesota Timberwolves,17-04-2013
21133,Regular,Oklahoma City Thunder,Milwaukee Bucks,17-04-2013
21134,Regular,New York Knicks,Atlanta Hawks,17-04-2013
21135,Regular,Miami Heat,Orlando Magic,17-04-2013
21136,Regular,Denver Nuggets,Phoenix Suns,17-04-2013
21137,Regular,Indiana Pacers,Philadelphia 76ers,17-04-2013
21138,Regular,Sacramento Kings,Los Angeles Clippers,17-04-2013
21139,Regular,Dallas Mavericks,New Orleans Hornets,17-04-2013
21140,Regular,Chicago Bulls,Washington Wizards,17-04-2013
21141,Regular,Charlotte Bobcats,Cleveland Cavaliers,17-04-2013
21142,Regular,Brooklyn Nets,Detroit Pistons,17-04-2013
21143,Regular,Memphis Grizzlies,Utah Jazz,17-04-2013
21144,Playoff,Brooklyn Nets,Chicago Bulls,20-04-2013
21145,Playoff,Denver Nuggets,Golden State Warriors,20-04-2013
21146,Playoff,Los Angeles Clippers,Memphis Grizzlies,20-04-2013
21147,Playoff,New York Knicks,Boston Celtics,20-04-2013
21148,Playoff,Indiana Pacers,Atlanta Hawks,21-04-2013
21149,Playoff,San Antonio Spurs,Los Angeles Lakers,21-04-2013
21150,Playoff,Miami Heat,Milwaukee Bucks,21-04-2013
21151,Playoff,Oklahoma City Thunder,Houston Rockets,21-04-2013
21152,Playoff,Brooklyn Nets,Chicago Bulls,22-04-2013
21153,Playoff,Los Angeles Clippers,Memphis Grizzlies,22-04-2013
21154,Playoff,Miami Heat,Milwaukee Bucks,23-04-2013
21155,Playoff,New York Knicks,Boston Celtics,23-04-2013
21156,Playoff,Denver Nuggets,Golden State Warriors,23-04-2013
21157,Playoff,Oklahoma City Thunder,Houston Rockets,24-04-2013
21158,Playoff,Indiana Pacers,Atlanta Hawks,24-04-2013
21159,Playoff,San Antonio Spurs,Los Angeles Lakers,24-04-2013
21160,Playoff,Memphis Grizzlies,Los Angeles Clippers,25-04-2013
21161,Playoff,Milwaukee Bucks,Miami Heat,25-04-2013
21162,Playoff,Chicago Bulls,Brooklyn Nets,25-04-2013
21163,Playoff,Boston Celtics,New York Knicks,26-04-2013
21164,Playoff,Golden State Warriors,Denver Nuggets,26-04-2013
21165,Playoff,Los Angeles Lakers,San Antonio Spurs,26-04-2013
21166,Playoff,Chicago Bulls,Brooklyn Nets,27-04-2013
21167,Playoff,Memphis Grizzlies,Los Angeles Clippers,27-04-2013
21168,Playoff,Atlanta Hawks,Indiana Pacers,27-04-2013
21169,Playoff,Houston Rockets,Oklahoma City Thunder,27-04-2013
21170,Playoff,Boston Celtics,New York Knicks,28-04-2013
21171,Playoff,Milwaukee Bucks,Miami Heat,28-04-2013
21172,Playoff,Los Angeles Lakers,San Antonio Spurs,28-04-2013
21173,Playoff,Golden State Warriors,Denver Nuggets,28-04-2013
21174,Playoff,Brooklyn Nets,Chicago Bulls,29-04-2013
21175,Playoff,Houston Rockets,Oklahoma City Thunder,29-04-2013
21176,Playoff,Atlanta Hawks,Indiana Pacers,29-04-2013
21177,Playoff,Denver Nuggets,Golden State Warriors,30-04-2013
21178,Playoff,Los Angeles Clippers,Memphis Grizzlies,30-04-2013
21179,Playoff,New York Knicks,Boston Celtics,01-05-2013
21180,Playoff,Indiana Pacers,Atlanta Hawks,01-05-2013
21181,Playoff,Oklahoma City Thunder,Houston Rockets,01-05-2013
21182,Playoff,Golden State Warriors,Denver Nuggets,02-05-2013
21183,Playoff,Chicago Bulls,Brooklyn Nets,02-05-2013
21184,Playoff,Boston Celtics,New York Knicks,03-05-2013
21185,Playoff,Houston Rockets,Oklahoma City Thunder,03-05-2013
21186,Playoff,Memphis Grizzlies,Los Angeles Clippers,03-05-2013
21187,Playoff,Atlanta Hawks,Indiana Pacers,03-05-2013
21188,Playoff,Brooklyn Nets,Chicago Bulls,04-05-2013
21189,Playoff,Oklahoma City Thunder,Memphis Grizzlies,05-05-2013
21190,Playoff,New York Knicks,Indiana Pacers,05-05-2013
21191,Playoff,Miami Heat,Chicago Bulls,06-05-2013
21192,Playoff,San Antonio Spurs,Golden State Warriors,06-05-2013
21193,Playoff,New York Knicks,Indiana Pacers,07-05-2013
21194,Playoff,Oklahoma City Thunder,Memphis Grizzlies,07-05-2013
21195,Playoff,Miami Heat,Chicago Bulls,08-05-2013
21196,Playoff,San Antonio Spurs,Golden State Warriors,08-05-2013
21197,Playoff,Chicago Bulls,Miami Heat,10-05-2013
21198,Playoff,Golden State Warriors,San Antonio Spurs,10-05-2013
21199,Playoff,Memphis Grizzlies,Oklahoma City Thunder,11-05-2013
21200,Playoff,Indiana Pacers,New York Knicks,11-05-2013
21201,Playoff,Golden State Warriors,San Antonio Spurs,12-05-2013
21202,Playoff,Memphis Grizzlies,Oklahoma City Thunder,13-05-2013
21203,Playoff,Chicago Bulls,Miami Heat,13-05-2013
21204,Playoff,Indiana Pacers,New York Knicks,14-05-2013
21205,Playoff,San Antonio Spurs,Golden State Warriors,14-05-2013
21206,Playoff,Miami Heat,Chicago Bulls,15-05-2013
21207,Playoff,Oklahoma City Thunder,Memphis Grizzlies,15-05-2013
21208,Playoff,New York Knicks,Indiana Pacers,16-05-2013
21209,Playoff,Golden State Warriors,San Antonio Spurs,16-05-2013
21210,Playoff,Indiana Pacers,New York Knicks,18-05-2013
21211,Playoff,San Antonio Spurs,Memphis Grizzlies,19-05-2013
21212,Playoff,San Antonio Spurs,Memphis Grizzlies,21-05-2013
21213,Playoff,Miami Heat,Indiana Pacers,22-05-2013
21214,Playoff,Miami Heat,Indiana Pacers,24-05-2013
21215,Playoff,Memphis Grizzlies,San Antonio Spurs,25-05-2013
21216,Playoff,Indiana Pacers,Miami Heat,26-05-2013
21217,Playoff,Memphis Grizzlies,San Antonio Spurs,27-05-2013
21218,Playoff,Indiana Pacers,Miami Heat,28-05-2013
21219,Playoff,Miami Heat,Indiana Pacers,30-05-2013
21220,Playoff,Indiana Pacers,Miami Heat,01-06-2013
21221,Playoff,Miami Heat,Indiana Pacers,03-06-2013
21222,Playoff,Miami Heat,San Antonio Spurs,06-06-2013
21223,Playoff,Miami Heat,San Antonio Spurs,09-06-2013
21224,Playoff,San Antonio Spurs,Miami Heat,11-06-2013
21225,Playoff,San Antonio Spurs,Miami Heat,13-06-2013
21226,Playoff,San Antonio Spurs,Miami Heat,16-06-2013
21227,Playoff,Miami Heat,San Antonio Spurs,18-06-2013
21228,Playoff,Miami Heat,San Antonio Spurs,20-06-2013
21229,Regular,Los Angeles Lakers,Los Angeles Clippers,29-10-2013
21230,Regular,Indiana Pacers,Orlando Magic,29-10-2013
21231,Regular,Miami Heat,Chicago Bulls,29-10-2013
21232,Regular,Dallas Mavericks,Atlanta Hawks,30-10-2013
21233,Regular,Cleveland Cavaliers,Brooklyn Nets,30-10-2013
21234,Regular,Toronto Raptors,Boston Celtics,30-10-2013
21235,Regular,Philadelphia 76ers,Miami Heat,30-10-2013
21236,Regular,Detroit Pistons,Washington Wizards,30-10-2013
21237,Regular,New York Knicks,Milwaukee Bucks,30-10-2013
21238,Regular,New Orleans Pelicans,Indiana Pacers,30-10-2013
21239,Regular,Minnesota Timberwolves,Orlando Magic,30-10-2013
21240,Regular,Houston Rockets,Charlotte Bobcats,30-10-2013
21241,Regular,San Antonio Spurs,Memphis Grizzlies,30-10-2013
21242,Regular,Utah Jazz,Oklahoma City Thunder,30-10-2013
21243,Regular,Phoenix Suns,Portland Trail Blazers,30-10-2013
21244,Regular,Sacramento Kings,Denver Nuggets,30-10-2013
21245,Regular,Golden State Warriors,Los Angeles Lakers,30-10-2013
21246,Regular,Los Angeles Clippers,Golden State Warriors,31-10-2013
21247,Regular,Chicago Bulls,New York Knicks,31-10-2013
21248,Regular,Memphis Grizzlies,Detroit Pistons,01-11-2013
21249,Regular,Sacramento Kings,Los Angeles Clippers,01-11-2013
21250,Regular,Phoenix Suns,Utah Jazz,01-11-2013
21251,Regular,Denver Nuggets,Portland Trail Blazers,01-11-2013
21252,Regular,Minnesota Timberwolves,Oklahoma City Thunder,01-11-2013
21253,Regular,Los Angeles Lakers,San Antonio Spurs,01-11-2013
21254,Regular,Houston Rockets,Dallas Mavericks,01-11-2013
21255,Regular,Washington Wizards,Philadelphia 76ers,01-11-2013
21256,Regular,Boston Celtics,Milwaukee Bucks,01-11-2013
21257,Regular,Atlanta Hawks,Toronto Raptors,01-11-2013
21258,Regular,Orlando Magic,New Orleans Pelicans,01-11-2013
21259,Regular,Charlotte Bobcats,Cleveland Cavaliers,01-11-2013
21260,Regular,Brooklyn Nets,Miami Heat,01-11-2013
21261,Regular,Golden State Warriors,Sacramento Kings,02-11-2013
21262,Regular,Milwaukee Bucks,Toronto Raptors,02-11-2013
21263,Regular,Utah Jazz,Houston Rockets,02-11-2013
21264,Regular,Dallas Mavericks,Memphis Grizzlies,02-11-2013
21265,Regular,Portland Trail Blazers,San Antonio Spurs,02-11-2013
21266,Regular,Philadelphia 76ers,Chicago Bulls,02-11-2013
21267,Regular,Indiana Pacers,Cleveland Cavaliers,02-11-2013
21268,Regular,New Orleans Pelicans,Charlotte Bobcats,02-11-2013
21269,Regular,Los Angeles Lakers,Atlanta Hawks,03-11-2013
21270,Regular,New York Knicks,Minnesota Timberwolves,03-11-2013
21271,Regular,Orlando Magic,Brooklyn Nets,03-11-2013
21272,Regular,Oklahoma City Thunder,Phoenix Suns,03-11-2013
21273,Regular,Detroit Pistons,Boston Celtics,03-11-2013
21274,Regular,Miami Heat,Washington Wizards,03-11-2013
21275,Regular,Cleveland Cavaliers,Minnesota Timberwolves,04-11-2013
21276,Regular,Philadelphia 76ers,Golden State Warriors,04-11-2013
21277,Regular,Memphis Grizzlies,Boston Celtics,04-11-2013
21278,Regular,Los Angeles Clippers,Houston Rockets,04-11-2013
21279,Regular,Portland Trail Blazers,Houston Rockets,05-11-2013
21280,Regular,Sacramento Kings,Atlanta Hawks,05-11-2013
21281,Regular,Denver Nuggets,San Antonio Spurs,05-11-2013
21282,Regular,Dallas Mavericks,Los Angeles Lakers,05-11-2013
21283,Regular,New Orleans Pelicans,Phoenix Suns,05-11-2013
21284,Regular,Detroit Pistons,Indiana Pacers,05-11-2013
21285,Regular,Brooklyn Nets,Utah Jazz,05-11-2013
21286,Regular,Toronto Raptors,Miami Heat,05-11-2013
21287,Regular,New York Knicks,Charlotte Bobcats,05-11-2013
21288,Regular,Milwaukee Bucks,Cleveland Cavaliers,06-11-2013
21289,Regular,San Antonio Spurs,Phoenix Suns,06-11-2013
21290,Regular,Oklahoma City Thunder,Dallas Mavericks,06-11-2013
21291,Regular,Minnesota Timberwolves,Golden State Warriors,06-11-2013
21292,Regular,Memphis Grizzlies,New Orleans Pelicans,06-11-2013
21293,Regular,Charlotte Bobcats,Toronto Raptors,06-11-2013
21294,Regular,Philadelphia 76ers,Washington Wizards,06-11-2013
21295,Regular,Orlando Magic,Los Angeles Clippers,06-11-2013
21296,Regular,Indiana Pacers,Chicago Bulls,06-11-2013
21297,Regular,Boston Celtics,Utah Jazz,06-11-2013
21298,Regular,Houston Rockets,Los Angeles Lakers,07-11-2013
21299,Regular,Miami Heat,Los Angeles Clippers,07-11-2013
21300,Regular,Denver Nuggets,Atlanta Hawks,07-11-2013
21301,Regular,Minnesota Timberwolves,Dallas Mavericks,08-11-2013
21302,Regular,New Orleans Pelicans,Los Angeles Lakers,08-11-2013
21303,Regular,Portland Trail Blazers,Sacramento Kings,08-11-2013
21304,Regular,Chicago Bulls,Utah Jazz,08-11-2013
21305,Regular,San Antonio Spurs,Golden State Warriors,08-11-2013
21306,Regular,Detroit Pistons,Oklahoma City Thunder,08-11-2013
21307,Regular,Phoenix Suns,Denver Nuggets,08-11-2013
21308,Regular,Philadelphia 76ers,Cleveland Cavaliers,08-11-2013
21309,Regular,Orlando Magic,Boston Celtics,08-11-2013
21310,Regular,Indiana Pacers,Toronto Raptors,08-11-2013
21311,Regular,Charlotte Bobcats,New York Knicks,08-11-2013
21312,Regular,Washington Wizards,Brooklyn Nets,08-11-2013
21313,Regular,Sacramento Kings,Portland Trail Blazers,09-11-2013
21314,Regular,Memphis Grizzlies,Golden State Warriors,09-11-2013
21315,Regular,Milwaukee Bucks,Dallas Mavericks,09-11-2013
21316,Regular,Miami Heat,Boston Celtics,09-11-2013
21317,Regular,Houston Rockets,Los Angeles Clippers,09-11-2013
21318,Regular,Brooklyn Nets,Indiana Pacers,09-11-2013
21319,Regular,Cleveland Cavaliers,Philadelphia 76ers,09-11-2013
21320,Regular,Atlanta Hawks,Orlando Magic,09-11-2013
21321,Regular,Toronto Raptors,Utah Jazz,09-11-2013
21322,Regular,New York Knicks,San Antonio Spurs,10-11-2013
21323,Regular,Oklahoma City Thunder,Washington Wizards,10-11-2013
21324,Regular,Phoenix Suns,New Orleans Pelicans,10-11-2013
21325,Regular,Los Angeles Lakers,Minnesota Timberwolves,10-11-2013
21326,Regular,Portland Trail Blazers,Detroit Pistons,11-11-2013
21327,Regular,Utah Jazz,Denver Nuggets,11-11-2013
21328,Regular,Houston Rockets,Toronto Raptors,11-11-2013
21329,Regular,Chicago Bulls,Cleveland Cavaliers,11-11-2013
21330,Regular,Charlotte Bobcats,Atlanta Hawks,11-11-2013
21331,Regular,Philadelphia 76ers,San Antonio Spurs,11-11-2013
21332,Regular,Indiana Pacers,Memphis Grizzlies,11-11-2013
21333,Regular,Los Angeles Clippers,Minnesota Timberwolves,11-11-2013
21334,Regular,Boston Celtics,Orlando Magic,11-11-2013
21335,Regular,Los Angeles Lakers,New Orleans Pelicans,12-11-2013
21336,Regular,Dallas Mavericks,Washington Wizards,12-11-2013
21337,Regular,Golden State Warriors,Detroit Pistons,12-11-2013
21338,Regular,Miami Heat,Milwaukee Bucks,12-11-2013
21339,Regular,Utah Jazz,New Orleans Pelicans,13-11-2013
21340,Regular,Los Angeles Clippers,Oklahoma City Thunder,13-11-2013
21341,Regular,Sacramento Kings,Brooklyn Nets,13-11-2013
21342,Regular,Portland Trail Blazers,Phoenix Suns,13-11-2013
21343,Regular,Denver Nuggets,Los Angeles Lakers,13-11-2013
21344,Regular,Minnesota Timberwolves,Cleveland Cavaliers,13-11-2013
21345,Regular,San Antonio Spurs,Washington Wizards,13-11-2013
21346,Regular,Atlanta Hawks,New York Knicks,13-11-2013
21347,Regular,Boston Celtics,Charlotte Bobcats,13-11-2013
21348,Regular,Philadelphia 76ers,Houston Rockets,13-11-2013
21349,Regular,Orlando Magic,Milwaukee Bucks,13-11-2013
21350,Regular,Memphis Grizzlies,Toronto Raptors,13-11-2013
21351,Regular,Golden State Warriors,Oklahoma City Thunder,14-11-2013
21352,Regular,New York Knicks,Houston Rockets,14-11-2013
21353,Regular,Sacramento Kings,Detroit Pistons,15-11-2013
21354,Regular,Phoenix Suns,Brooklyn Nets,15-11-2013
21355,Regular,Denver Nuggets,Minnesota Timberwolves,15-11-2013
21356,Regular,Los Angeles Lakers,Memphis Grizzlies,15-11-2013
21357,Regular,Utah Jazz,San Antonio Spurs,15-11-2013
21358,Regular,Miami Heat,Dallas Mavericks,15-11-2013
21359,Regular,Atlanta Hawks,Philadelphia 76ers,15-11-2013
21360,Regular,Boston Celtics,Portland Trail Blazers,15-11-2013
21361,Regular,Toronto Raptors,Chicago Bulls,15-11-2013
21362,Regular,Indiana Pacers,Milwaukee Bucks,15-11-2013
21363,Regular,Cleveland Cavaliers,Charlotte Bobcats,15-11-2013
21364,Regular,Charlotte Bobcats,Miami Heat,16-11-2013
21365,Regular,Orlando Magic,Dallas Mavericks,16-11-2013
21366,Regular,Washington Wizards,Cleveland Cavaliers,16-11-2013
21367,Regular,New York Knicks,Atlanta Hawks,16-11-2013
21368,Regular,Chicago Bulls,Indiana Pacers,16-11-2013
