JumpballID,GameID,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss
2943040,24894,,,
2943041,24894,,,
2943042,24894,,,
2943043,24894,,,
2943044,24894,,,
2943045,24894,,,
2943046,24894,,,
2943047,24894,,,
2943048,24894,,,
2943049,24894,,,
2943050,24894,,,
2943051,24894,,,
2943052,24894,,,
2943053,24894,,,
2943054,24894,,,
2943055,24894,,,
2943056,24894,,,
2943057,24894,,,
2943058,24894,,,
2943059,24894,,,
2943060,24894,,,
2943061,24894,,,
2943062,24894,,,
2943063,24894,,,
2943064,24894,,,
2943065,24894,,,
2943066,24894,,,
2943067,24894,,,
2943068,24894,,,
2943069,24894,,,
2943070,24894,,,
2943071,24894,,,
2943072,24894,,,
2943073,24894,,,
2943074,24894,,,
2943075,24894,,,
2943076,24894,,,
2943077,24894,,,
2943078,24894,,,
2943079,24894,,,
2943080,24894,,,
2943081,24894,,,
2943082,24894,,,
2943083,24894,,,
2943084,24894,,,
2943085,24894,,,
2943086,24894,,,
2943087,24894,,,
2943088,24894,,,
2943089,24894,,,
2943090,24894,,,
2943091,24894,,,
2943092,24894,,,
2943093,24894,,,
2943094,24894,,,
2943095,24894,,,
2943096,24894,,,
2943097,24894,,,
2943098,24894,,,
2943099,24894,,,
2943100,24894,,,
2943101,24894,,,
2943102,24894,,,
2943103,24894,,,
2943104,24894,,,
2943105,24894,,,
2943106,24894,,,
2943107,24894,,,
2943108,24894,,,
2943109,24894,,,
2943110,24894,,,
2943111,24894,,,
2943112,24894,,,
2943113,24894,,,
2943114,24894,,,
2943115,24894,,,
2943116,24894,,,
2943117,24894,,,
2943118,24894,,,
2943119,24894,,,
2943120,24894,,,
2943121,24894,,,
2943122,24894,,,
2943123,24894,,,
2943124,24894,,,
2943125,24894,,,
2943126,24894,,,
2943127,24894,,,
2943128,24894,,,
2943129,24894,,,
2943130,24894,,,
2943131,24894,,,
2943132,24894,,,
2943133,24894,,,
2943134,24894,,,
2943135,24894,,,
2943136,24894,,,
2943137,24894,,,
2943138,24894,,,
2943139,24894,,,
2943140,24894,,,
2943141,24894,,,
2943142,24894,,,
2943143,24894,,,
2943144,24894,,,
2943145,24894,,,
2943146,24894,,,
2943147,24894,,,
2943148,24894,,,
2943149,24894,,,
2943150,24894,,,
2943151,24894,,,
2943152,24894,,,
2943153,24894,,,
2943154,24894,,,
2943155,24894,,,
2943156,24894,,,
2943157,24894,,,
2943158,24894,,,
2943159,24894,,,
2943160,24894,,,
2943161,24894,,,
2943162,24894,,,
2943163,24894,,,
2943164,24894,,,
2943165,24894,,,
2943166,24894,,,
2943167,24894,,,
2943168,24894,,,
2943169,24894,,,
2943170,24894,,,
2943171,24894,,,
2943172,24894,,,
2943173,24894,,,
2943174,24894,,,
2943175,24894,,,
2943176,24894,,,
2943177,24894,,,
2943178,24894,,,
2943179,24894,,,
2943180,24894,,,
2943181,24894,,,
2943182,24894,,,
2943183,24894,,,
2943184,24894,,,
2943185,24894,,,
2943186,24894,,,
2943187,24894,,,
2943188,24894,,,
2943189,24894,,,
2943190,24894,,,
2943191,24894,,,
2943192,24894,,,
2943193,24894,,,
2943194,24894,,,
2943195,24894,,,
2943196,24894,,,
2943197,24894,,,
2943198,24894,,,
2943199,24894,,,
2943200,24894,,,
2943201,24894,,,
2943202,24894,,,
2943203,24894,,,
2943204,24894,,,
2943205,24894,,,
2943206,24894,,,
2943207,24894,,,
2943208,24894,,,
2943209,24894,,,
2943210,24894,,,
2943211,24894,,,
2943212,24894,,,
2943213,24894,,,
2943214,24894,,,
2943215,24894,,,
2943216,24894,,,
2943217,24894,,,
2943218,24894,,,
2943219,24894,,,
2943220,24894,,,
2943221,24894,,,
2943222,24894,,,
2943223,24894,,,
2943224,24894,,,
2943225,24894,,,
2943226,24894,,,
2943227,24894,,,
2943228,24894,,,
2943229,24894,,,
2943230,24894,,,
2943231,24894,,,
2943232,24894,,,
2943233,24894,,,
2943234,24894,,,
2943235,24894,,,
2943236,24894,,,
2943237,24894,,,
2943238,24894,,,
2943239,24894,,,
2943240,24894,,,
2943241,24894,,,
2943242,24894,,,
2943243,24894,,,
2943244,24894,,,
2943245,24894,,,
2943246,24894,,,
2943247,24894,,,
2943248,24894,,,
2943249,24894,,,
2943250,24894,,,
2943251,24894,,,
2943252,24894,,,
2943253,24894,,,
2943254,24894,,,
2943255,24894,,,
2943256,24894,,,
2943257,24894,,,
2943258,24894,,,
2943259,24894,,,
2943260,24894,,,
2943261,24894,,,
2943262,24894,,,
2943263,24894,,,
2943264,24894,,,
2943265,24894,,,
2943266,24894,,,
2943267,24894,,,
2943268,24894,,,
2943269,24894,,,
2943270,24894,,,
2943271,24894,,,
2943272,24894,,,
2943273,24894,,,
2943274,24894,,,
2943275,24894,,,
2943276,24894,,,
2943277,24894,,,
2943278,24894,,,
2943279,24894,,,
2943280,24894,,,
2943281,24894,,,
2943282,24894,,,
2943283,24894,,,
2943284,24894,,,
2943285,24894,,,
2943286,24894,,,
2943287,24894,,,
2943288,24894,,,
2943289,24894,,,
2943290,24894,,,
2943291,24894,,,
2943292,24894,,,
2943293,24894,,,
2943294,24894,,,
2943295,24894,,,
2943296,24894,,,
2943297,24894,,,
2943298,24894,,,
2943299,24894,,,
2943300,24894,,,
2943301,24894,,,
2943302,24894,,,
2943303,24894,,,
2943304,24894,,,
2943305,24894,,,
2943306,24894,,,
2943307,24894,,,
2943308,24894,,,
2943309,24894,,,
2943310,24894,,,
2943311,24894,,,
2943312,24894,,,
2943313,24894,,,
2943314,24894,,,
2943315,24894,,,
2943316,24894,,,
2943317,24894,,,
2943318,24894,,,
2943319,24894,,,
2943320,24894,,,
2943321,24894,,,
2943322,24894,,,
2943323,24894,,,
2943324,24894,,,
2943325,24894,,,
2943326,24894,,,
2943327,24894,,,
2943328,24894,,,
2943329,24894,,,
2943330,24894,,,
2943331,24894,,,
2943332,24894,,,
2943333,24894,,,
2943334,24894,,,
2943335,24894,,,
2943336,24894,,,
2943337,24894,,,
2943338,24894,,,
2943339,24894,,,
2943340,24894,,,
2943341,24894,,,
2943342,24894,,,
2943343,24894,,,
2943344,24894,,,
2943345,24894,,,
2943346,24894,,,
2943347,24894,,,
2943348,24894,,,
2943349,24894,,,
2943350,24894,,,
2943351,24894,,,
2943352,24894,,,
2943353,24894,,,
2943354,24894,,,
2943355,24894,,,
2943356,24894,,,
2943357,24894,,,
2943358,24894,,,
2943359,24894,,,
2943360,24894,,,
2943361,24894,,,
2943362,24894,,,
2943363,24894,,,
2943364,24894,S. Ibaka - ibakase01,A. Davis - davisan02,L. James - jamesle01
2943365,24894,,,
2943366,24894,,,
2943367,24894,,,
2943368,24894,,,
2943369,24894,,,
2943370,24894,,,
2943371,24894,,,
2943372,24894,,,
2943373,24894,,,
2943374,24894,,,
2943375,24894,,,
2943376,24894,,,
2943377,24894,,,
2943378,24894,,,
2943379,24894,,,
2943380,24894,,,
2943381,24894,,,
2943382,24894,,,
2943383,24894,,,
2943384,24894,,,
2943385,24894,,,
2943386,24894,,,
2943387,24894,,,
2943388,24894,,,
2943389,24894,,,
2943390,24894,,,
2943391,24894,,,
2943392,24894,,,
2943393,24894,,,
2943394,24894,,,
2943395,24894,,,
2943396,24894,,,
2943397,24894,,,
2943398,24894,,,
2943399,24894,,,
2943400,24894,,,
2943401,24894,,,
2943402,24894,,,
2943403,24894,,,
2943404,24894,,,
2943405,24894,,,
2943406,24894,,,
2943407,24894,,,
2943408,24894,,,
2943409,24894,,,
2943410,24894,,,
2943411,24894,,,
2943412,24894,,,
2943413,24894,,,
2943414,24894,,,
2943415,24894,,,
2943416,24894,,,
2943417,24894,,,
2943418,24894,,,
2943419,24894,,,
2943420,24894,,,
2943421,24894,,,
2943422,24894,,,
2943423,24894,,,
2943424,24894,,,
2943425,24894,,,
2943426,24894,,,
2943427,24894,,,
2943428,24894,,,
2943429,24894,,,
2943430,24894,,,
2943431,24894,,,
2943432,24894,,,
2943433,24894,,,
2943434,24894,,,
2943435,24894,,,
2943436,24894,,,
2943437,24894,,,
2943438,24894,,,
2943439,24894,,,
2943440,24894,,,
2943441,24894,,,
2943442,24894,,,
2943443,24894,,,
2943444,24894,,,
2943445,24894,,,
2943446,24894,,,
2943447,24894,,,
2943448,24894,,,
2943449,24894,,,
2943450,24894,,,
2943451,24894,,,
2943452,24894,,,
2943453,24894,,,
2943454,24894,,,
2943455,24894,,,
2943456,24894,,,
2943457,24894,,,
2943458,24894,,,
2943459,24894,,,
2943460,24894,,,
2943461,24894,,,
2943462,24894,,,
2943463,24894,,,
2943464,24894,,,
2943465,24894,,,
2943466,24894,,,
2943467,24894,,,
2943468,24894,,,
2943469,24894,,,
2943470,24894,,,
2943471,24894,,,
2943472,24894,,,
2943473,24894,,,
2943474,24894,,,
2943475,24894,,,
2943476,24894,,,
2943477,24894,,,
2943478,24894,,,
2943479,24894,,,
2943480,24894,,,
2943481,24894,,,
2943482,24894,,,
2943483,24894,,,
2943484,24894,,,
2943485,24894,,,
2943486,24894,,,
2943487,24894,,,
2943488,24894,,,
2943489,24894,,,
2943490,24894,,,
2943491,24894,,,
2943492,24894,,,
2943493,24894,,,
2943494,24894,,,
2943495,24894,,,
2943496,24894,,,
2943497,24894,,,
2943498,24894,,,
2943499,24894,,,
2943500,24894,,,
2943501,24894,,,
2943502,24894,,,
2943503,24894,,,
2943504,24894,,,
2943505,24894,,,
2943506,24894,,,
2943507,24894,,,
2943508,24894,,,
2943509,24894,,,
2943510,24894,,,
2943511,24894,,,
2943512,24894,,,
2943513,24894,,,
2943514,24894,,,
2943515,24894,,,
2943516,24894,,,
2943517,24894,,,
2943518,24894,,,
2943519,24894,,,
2943520,24894,,,
2943521,24894,,,
2943522,24894,,,
2943523,24894,,,
2943524,24894,,,
2943525,24894,,,
2943526,24894,,,
2943527,24894,,,
2943528,24894,,,
2943529,24894,,,
2943530,24894,,,
2943531,24894,,,
2943532,24894,,,
2943533,24894,,,
2943534,24894,,,
2943535,24894,,,
2943536,24894,,,
2943537,24894,,,
2943538,24894,,,
2943539,24894,,,
2943540,24894,,,
2943541,24894,,,
2943542,24894,,,
2943543,24894,,,
2943544,24894,,,
2943545,24894,,,
2943546,24894,,,
2943547,24894,,,
2943548,24894,,,
2943549,24894,,,
2943550,24894,,,
2943551,24894,,,
2943552,24894,,,
2943553,24894,,,
2943554,24894,,,
2943555,24894,,,
2943556,24894,,,
2943557,24894,,,
2943558,24894,,,
2943559,24894,,,
2943560,24894,,,
2943561,24894,,,
2943562,24894,,,
2943563,24894,,,
2943564,24894,,,
2943565,24894,,,
2943566,24894,,,
2943567,24894,,,
2943568,24894,,,
2943569,24894,,,
2943570,24894,,,
2943571,24894,,,
2943572,24894,,,
2943573,24894,,,
2943574,24894,,,
2943575,24894,,,
2943576,24894,,,
2943577,24894,,,
2943578,24894,,,
2943579,24894,,,
2943580,24894,,,
2943581,24894,,,
2943582,24894,,,
2943583,24894,,,
2943584,24894,,,
2943585,24894,,,
2943586,24894,,,
2943587,24894,,,
2943588,24894,,,
2943589,24894,,,
2943590,24894,,,
2943591,24894,,,
2943592,24894,,,
2943593,24894,,,
2943594,24894,,,
2943595,24894,,,
2943596,24894,,,
2943597,24894,,,
2943598,24894,,,
2943599,24894,,,
2943600,24894,,,
2943601,24894,,,
2943602,24894,,,
2943603,24894,,,
2943604,24894,,,
2943605,24894,,,
2943606,24894,,,
2943607,24894,,,
2943608,24894,,,
2943609,24894,,,
2943610,24894,,,
2943611,24894,,,
2943612,24894,,,
2943613,24894,,,
2943614,24894,,,
2943615,24894,,,
2943616,24894,,,
2943617,24894,,,
2943618,24894,,,
2943619,24894,,,
2943620,24894,,,
2943621,24894,,,
2943622,24894,,,
2943623,24894,,,
2943624,24894,,,
2943625,24894,,,
2943626,24894,,,
2943627,24894,,,
2943628,24894,,,
2943629,24894,,,
2943630,24894,,,
2943631,24894,,,
2943632,24894,,,
2943633,24894,,,
2943634,24894,,,
2943635,24894,,,
2943636,24894,,,
2943637,24894,,,
2943638,24894,,,
2943639,24894,,,
2943640,24894,,,
2943641,24894,,,
2943642,24894,,,
2943643,24894,,,
2943644,24894,,,
2943645,24894,,,
2943646,24894,,,
2943647,24894,,,
2943648,24894,,,
2943649,24894,,,
2943650,24894,,,
2943651,24894,,,
2943652,24894,,,
2943653,24894,,,
2943654,24894,,,
2943655,24894,,,
2943656,24894,,,
2943657,24894,,,
2943658,24894,,,
2943659,24894,,,
2943660,24894,,,
2943661,24894,,,
2943662,24894,,,
2943663,24894,,,
2943664,24894,,,
2943665,24894,,,
2943666,24894,,,
2943667,24894,,,
2943668,24894,,,
2943669,24894,,,
2943670,24894,,,
2943671,24894,,,
2943672,24894,,,
2943673,24894,,,
2943674,24894,,,
2943675,24894,,,
2943676,24894,,,
2943677,24894,,,
2943678,24894,,,
2943679,24894,,,
2943680,24894,,,
2943681,24894,,,
2943682,24894,,,
2943683,24894,,,
2943684,24894,,,
2943685,24894,,,
2943686,24894,,,
2943687,24894,,,
2943688,24894,,,
2943689,24894,,,
2943690,24894,,,
2943691,24894,,,
2943692,24894,,,
2943693,24894,A. Davis - davisan02,I. Zubac - zubaciv01,W. Matthews - matthwe02
2943694,24894,,,
2943695,24894,,,
2943696,24894,,,
2943697,24894,,,
2943698,24894,,,
2943699,24894,,,
2943700,24894,,,
2943701,24894,,,
2943702,24894,,,
2943703,24894,,,
2943704,24894,,,
2943705,24894,,,
2943706,24894,,,
2943707,24894,,,
2943708,24894,,,
2943709,24894,,,
2943710,24894,,,
2943711,24894,,,
2943712,24894,,,
2943713,24894,,,
2943714,24894,,,
2943715,24894,,,
2943716,24894,,,
2943717,24894,,,
2943718,24894,,,
2943719,24894,,,
2943720,24894,,,
2943721,24894,,,
2943722,24894,,,
2943723,24894,,,
2943724,24894,,,
2943725,24894,,,
2943726,24894,,,
2943727,24894,,,
2943728,24894,,,
2943729,24894,,,
2943730,24894,,,
2943731,24894,,,
2943732,24894,,,
2943733,24894,,,
2943734,24894,,,
2943735,24894,,,
2943736,24894,,,
2943737,24894,,,
2943738,24894,,,
2943739,24894,,,
2943740,24894,,,
2943741,24894,,,
2943742,24894,,,
2943743,24894,,,
2943744,24894,,,
2943745,24894,,,
2943746,24894,,,
2943747,24894,,,
2943748,24894,,,
2943749,24894,,,
2943750,24894,,,
2943751,24894,,,
2943752,24894,,,
2943753,24894,,,
2943754,24894,,,
2943755,24894,,,
2943756,24894,,,
2943757,24894,,,
2943758,24894,,,
2943759,24894,,,
2943760,24894,,,
2943761,24894,,,
2943762,24894,,,
2943763,24894,,,
2943764,24894,,,
2943765,24894,,,
2943766,24894,,,
2943767,24894,,,
2943768,24894,,,
2943769,24894,,,
2943770,24894,,,
2943771,24894,,,
2943772,24894,,,
2943773,24894,,,
2943774,24894,,,
2943775,24894,,,
2943776,24894,,,
2943777,24894,,,
2943778,24894,,,
2943779,24894,,,
2943780,24894,,,
2943781,24894,,,
2943782,24894,,,
2943783,24894,,,
2943784,24894,,,
2943785,24894,,,
2943786,24894,,,
2943787,24894,,,
2943788,24894,,,
2943789,24894,,,
2943790,24894,,,
2943791,24894,,,
2943792,24894,,,
2943793,24894,,,
2943794,24894,,,
2943795,24894,,,
2943796,24894,,,
2943797,24894,,,
2943798,24894,,,
2943799,24894,,,
2943800,24894,,,
2943801,24894,,,
2943802,24894,,,
2943803,24894,,,
2943804,24894,,,
2943805,24894,,,
2943806,24894,,,
2943807,24894,,,
2943808,24894,,,
2943809,24894,,,
2943810,24894,,,
2943811,24894,,,
2943812,24894,,,
2943813,24894,,,
2943814,24894,,,
2943815,24894,,,
2943816,24894,,,
2943817,24894,,,
2943818,24894,,,
2943819,24894,,,
2943820,24894,,,
2943821,24894,,,
2943822,24894,,,
2943823,24894,,,
2943824,24894,,,
2943825,24894,,,
2943826,24894,,,
2943827,24894,,,
2943828,24894,,,
2943829,24894,,,
2943830,24894,,,
2943831,24894,,,
2943832,24894,,,
2943833,24894,,,
2943834,24894,,,
2943835,24894,,,
2943836,24894,,,
2943837,24894,,,
2943838,24894,,,
2943839,24894,,,
2943840,24894,,,
2943841,24894,,,
2943842,24894,,,
2943843,24894,,,
2943844,24894,,,
2943845,24894,,,
2943846,24894,,,
2943847,24894,,,
2943848,24894,,,
2943849,24894,,,
2943850,24894,,,
2943851,24894,,,
2943852,24894,,,
2943853,24894,,,
2943854,24894,,,
2943855,24894,,,
2943856,24894,,,
2943857,24894,,,
2943858,24895,C. Zeller - zelleco01,A. Drummond - drumman01,T. Rozier - roziete01
2943859,24895,,,
2943860,24895,,,
2943861,24895,,,
2943862,24895,,,
2943863,24895,,,
2943864,24895,,,
2943865,24895,,,
2943866,24895,,,
2943867,24895,,,
2943868,24895,,,
2943869,24895,,,
2943870,24895,,,
2943871,24895,,,
2943872,24895,,,
2943873,24895,,,
2943874,24895,,,
2943875,24895,,,
2943876,24895,,,
2943877,24895,,,
2943878,24895,,,
2943879,24895,,,
2943880,24895,,,
2943881,24895,,,
2943882,24895,,,
2943883,24895,,,
2943884,24895,,,
2943885,24895,,,
2943886,24895,,,
2943887,24895,,,
2943888,24895,,,
2943889,24895,,,
2943890,24895,,,
2943891,24895,,,
2943892,24895,,,
2943893,24895,,,
2943894,24895,,,
2943895,24895,,,
2943896,24895,,,
2943897,24895,,,
2943898,24895,,,
2943899,24895,,,
2943900,24895,,,
2943901,24895,,,
2943902,24895,,,
2943903,24895,,,
2943904,24895,,,
2943905,24895,,,
2943906,24895,,,
2943907,24895,,,
2943908,24895,,,
2943909,24895,,,
2943910,24895,,,
2943911,24895,,,
2943912,24895,,,
2943913,24895,,,
2943914,24895,,,
2943915,24895,,,
2943916,24895,,,
2943917,24895,,,
2943918,24895,,,
2943919,24895,,,
2943920,24895,,,
2943921,24895,,,
2943922,24895,,,
2943923,24895,,,
2943924,24895,,,
2943925,24895,,,
2943926,24895,,,
2943927,24895,,,
2943928,24895,,,
2943929,24895,,,
2943930,24895,,,
2943931,24895,,,
2943932,24895,,,
2943933,24895,,,
2943934,24895,,,
2943935,24895,,,
2943936,24895,,,
2943937,24895,,,
2943938,24895,,,
2943939,24895,,,
2943940,24895,,,
2943941,24895,,,
2943942,24895,,,
2943943,24895,,,
2943944,24895,,,
2943945,24895,,,
2943946,24895,,,
2943947,24895,,,
2943948,24895,,,
2943949,24895,,,
2943950,24895,,,
2943951,24895,,,
2943952,24895,,,
2943953,24895,,,
2943954,24895,,,
2943955,24895,,,
2943956,24895,,,
2943957,24895,,,
2943958,24895,,,
2943959,24895,,,
2943960,24895,,,
2943961,24895,,,
2943962,24895,,,
2943963,24895,,,
2943964,24895,,,
2943965,24895,,,
2943966,24895,,,
2943967,24895,,,
2943968,24895,,,
2943969,24895,,,
2943970,24895,,,
2943971,24895,,,
2943972,24895,,,
2943973,24895,,,
2943974,24895,,,
2943975,24895,,,
2943976,24895,,,
2943977,24895,,,
2943978,24895,,,
2943979,24895,,,
2943980,24895,,,
2943981,24895,,,
2943982,24895,,,
2943983,24895,,,
2943984,24895,,,
2943985,24895,,,
2943986,24895,,,
2943987,24895,,,
2943988,24895,,,
2943989,24895,,,
2943990,24895,,,
2943991,24895,,,
2943992,24895,,,
2943993,24895,,,
2943994,24895,,,
2943995,24895,,,
2943996,24895,,,
2943997,24895,,,
2943998,24895,,,
2943999,24895,,,
2944000,24895,,,
2944001,24895,,,
2944002,24895,,,
2944003,24895,,,
2944004,24895,,,
2944005,24895,,,
2944006,24895,,,
2944007,24895,,,
2944008,24895,,,
2944009,24895,,,
2944010,24895,,,
2944011,24895,,,
2944012,24895,,,
2944013,24895,,,
2944014,24895,,,
2944015,24895,,,
2944016,24895,,,
2944017,24895,,,
2944018,24895,,,
2944019,24895,,,
2944020,24895,,,
2944021,24895,,,
2944022,24895,,,
2944023,24895,,,
2944024,24895,,,
2944025,24895,,,
2944026,24895,,,
2944027,24895,,,
2944028,24895,,,
2944029,24895,,,
2944030,24895,,,
2944031,24895,,,
2944032,24895,,,
2944033,24895,,,
2944034,24895,,,
2944035,24895,,,
2944036,24895,,,
2944037,24895,,,
2944038,24895,,,
2944039,24895,,,
2944040,24895,,,
2944041,24895,,,
2944042,24895,,,
2944043,24895,,,
2944044,24895,,,
2944045,24895,,,
2944046,24895,,,
2944047,24895,,,
2944048,24895,,,
2944049,24895,,,
2944050,24895,,,
2944051,24895,,,
2944052,24895,,,
2944053,24895,,,
2944054,24895,,,
2944055,24895,,,
2944056,24895,,,
2944057,24895,,,
2944058,24895,,,
2944059,24895,,,
2944060,24895,,,
2944061,24895,,,
2944062,24895,,,
2944063,24895,,,
2944064,24895,,,
2944065,24895,,,
2944066,24895,,,
2944067,24895,,,
2944068,24895,,,
2944069,24895,,,
2944070,24895,,,
2944071,24895,,,
2944072,24895,,,
2944073,24895,,,
2944074,24895,,,
2944075,24895,,,
2944076,24895,,,
2944077,24895,C. Sexton - sextoco01,P. Washington - washipj01,A. Drummond - drumman01
2944078,24895,,,
2944079,24895,,,
2944080,24895,,,
2944081,24895,,,
2944082,24895,,,
2944083,24895,,,
2944084,24895,,,
2944085,24895,,,
2944086,24895,,,
2944087,24895,,,
2944088,24895,,,
2944089,24895,,,
2944090,24895,,,
2944091,24895,,,
2944092,24895,,,
2944093,24895,,,
2944094,24895,,,
2944095,24895,,,
2944096,24895,,,
2944097,24895,,,
2944098,24895,,,
2944099,24895,,,
2944100,24895,,,
2944101,24895,,,
2944102,24895,,,
2944103,24895,,,
2944104,24895,,,
2944105,24895,,,
2944106,24895,,,
2944107,24895,,,
2944108,24895,,,
2944109,24895,,,
2944110,24895,,,
2944111,24895,,,
2944112,24895,,,
2944113,24895,,,
2944114,24895,,,
2944115,24895,,,
2944116,24895,,,
2944117,24895,,,
2944118,24895,,,
2944119,24895,,,
2944120,24895,,,
2944121,24895,,,
2944122,24895,,,
2944123,24895,,,
2944124,24895,,,
2944125,24895,,,
2944126,24895,,,
2944127,24895,,,
2944128,24895,,,
2944129,24895,,,
2944130,24895,,,
2944131,24895,,,
2944132,24895,,,
2944133,24895,,,
2944134,24895,,,
2944135,24895,,,
2944136,24895,,,
2944137,24895,,,
2944138,24895,,,
2944139,24895,,,
2944140,24895,,,
2944141,24895,,,
2944142,24895,,,
2944143,24895,,,
2944144,24895,,,
2944145,24895,,,
2944146,24895,,,
2944147,24895,,,
2944148,24895,,,
2944149,24895,,,
2944150,24895,,,
2944151,24895,,,
2944152,24895,,,
2944153,24895,,,
2944154,24895,,,
2944155,24895,,,
2944156,24895,,,
2944157,24895,,,
2944158,24895,,,
2944159,24895,,,
2944160,24895,,,
2944161,24895,,,
2944162,24895,,,
2944163,24895,,,
2944164,24895,,,
2944165,24895,,,
2944166,24895,,,
2944167,24895,,,
2944168,24895,,,
2944169,24895,,,
2944170,24895,,,
2944171,24895,,,
2944172,24895,,,
2944173,24895,,,
2944174,24895,,,
2944175,24895,,,
2944176,24895,,,
2944177,24895,,,
2944178,24895,,,
2944179,24895,,,
2944180,24895,,,
2944181,24895,,,
2944182,24895,,,
2944183,24895,,,
2944184,24895,,,
2944185,24895,,,
2944186,24895,,,
2944187,24895,,,
2944188,24895,,,
2944189,24895,,,
2944190,24895,,,
2944191,24895,,,
2944192,24895,,,
2944193,24895,,,
2944194,24895,,,
2944195,24895,,,
2944196,24895,,,
2944197,24895,,,
2944198,24895,,,
2944199,24895,,,
2944200,24895,,,
2944201,24895,,,
2944202,24895,,,
2944203,24895,,,
2944204,24895,,,
2944205,24895,,,
2944206,24895,,,
2944207,24895,,,
2944208,24895,,,
2944209,24895,,,
2944210,24895,,,
2944211,24895,,,
2944212,24895,,,
2944213,24895,,,
2944214,24895,,,
2944215,24895,,,
2944216,24895,,,
2944217,24895,,,
