CoachID,CoachName,SeasonStartYear,CoachType
65,Byron Scott,2005,Head Coach
65,Byron Scott,2006,Head Coach
65,Byron Scott,2007,Head Coach
65,Byron Scott,2008,Head Coach
65,Byron Scott,2009,Head Coach
65,Byron Scott,2010,Head Coach
65,Byron Scott,2011,Head Coach
65,Byron Scott,2012,Head Coach
65,Byron Scott,2014,Head Coach
65,Byron Scott,2015,Head Coach
66,Nate McMillan,2000,Head Coach
66,Nate McMillan,2001,Head Coach
66,Nate McMillan,2002,Head Coach
66,Nate McMillan,2003,Head Coach
66,Nate McMillan,2004,Head Coach
66,Nate McMillan,2005,Head Coach
66,Nate McMillan,2006,Head Coach
66,Nate McMillan,2007,Head Coach
66,Nate McMillan,2008,Head Coach
66,Nate McMillan,2009,Head Coach
66,Nate McMillan,2010,Head Coach
66,Nate McMillan,2011,Head Coach
66,Nate McMillan,2016,Head Coach
66,Nate McMillan,2017,Head Coach
66,Nate McMillan,2018,Head Coach
66,Nate McMillan,2019,Head Coach
66,Nate McMillan,2020,Head Coach
66,Nate McMillan,2021,Head Coach
67,Sidney Lowe,1992,Head Coach
67,Sidney Lowe,1993,Head Coach
67,Sidney Lowe,2000,Head Coach
67,Sidney Lowe,2001,Head Coach
67,Sidney Lowe,2002,Head Coach
68,Leonard Hamilton,2000,Head Coach
69,Bill Berry,2001,Head Coach
70,Bill Cartwright,2001,Head Coach
70,Bill Cartwright,2002,Head Coach
70,Bill Cartwright,2003,Head Coach
71,John Lucas,1992,Head Coach
71,John Lucas,1993,Head Coach
71,John Lucas,1994,Head Coach
71,John Lucas,1995,Head Coach
71,John Lucas,2001,Head Coach
71,John Lucas,2002,Head Coach
72,Mike Evans,2001,Head Coach
73,Rick Carlisle,2001,Head Coach
73,Rick Carlisle,2002,Head Coach
73,Rick Carlisle,2003,Head Coach
73,Rick Carlisle,2004,Head Coach
73,Rick Carlisle,2005,Head Coach
73,Rick Carlisle,2006,Head Coach
73,Rick Carlisle,2008,Head Coach
73,Rick Carlisle,2009,Head Coach
73,Rick Carlisle,2010,Head Coach
73,Rick Carlisle,2011,Head Coach
73,Rick Carlisle,2012,Head Coach
73,Rick Carlisle,2013,Head Coach
73,Rick Carlisle,2014,Head Coach
73,Rick Carlisle,2015,Head Coach
73,Rick Carlisle,2016,Head Coach
73,Rick Carlisle,2017,Head Coach
73,Rick Carlisle,2018,Head Coach
73,Rick Carlisle,2019,Head Coach
73,Rick Carlisle,2020,Head Coach
73,Rick Carlisle,2021,Head Coach
74,Don Chaney,1984,Head Coach
74,Don Chaney,1985,Head Coach
74,Don Chaney,1986,Head Coach
74,Don Chaney,1988,Head Coach
74,Don Chaney,1989,Head Coach
74,Don Chaney,1990,Head Coach
74,Don Chaney,1991,Head Coach
74,Don Chaney,1993,Head Coach
74,Don Chaney,1994,Head Coach
74,Don Chaney,2001,Head Coach
74,Don Chaney,2002,Head Coach
74,Don Chaney,2003,Head Coach
75,Frank Johnson,2001,Head Coach
75,Frank Johnson,2002,Head Coach
75,Frank Johnson,2003,Head Coach
76,Maurice Cheeks,2001,Head Coach
76,Maurice Cheeks,2002,Head Coach
76,Maurice Cheeks,2003,Head Coach
76,Maurice Cheeks,2004,Head Coach
76,Maurice Cheeks,2005,Head Coach
76,Maurice Cheeks,2006,Head Coach
76,Maurice Cheeks,2007,Head Coach
76,Maurice Cheeks,2008,Head Coach
76,Maurice Cheeks,2013,Head Coach
77,Terry Stotts,2002,Head Coach
77,Terry Stotts,2003,Head Coach
77,Terry Stotts,2005,Head Coach
77,Terry Stotts,2006,Head Coach
77,Terry Stotts,2012,Head Coach
77,Terry Stotts,2013,Head Coach
77,Terry Stotts,2014,Head Coach
77,Terry Stotts,2015,Head Coach
77,Terry Stotts,2016,Head Coach
77,Terry Stotts,2017,Head Coach
77,Terry Stotts,2018,Head Coach
77,Terry Stotts,2019,Head Coach
77,Terry Stotts,2020,Head Coach
78,Keith Smart,2002,Head Coach
78,Keith Smart,2010,Head Coach
78,Keith Smart,2011,Head Coach
78,Keith Smart,2012,Head Coach
79,Jeff Bzdelik,2002,Head Coach
79,Jeff Bzdelik,2003,Head Coach
79,Jeff Bzdelik,2004,Head Coach
80,Eric Musselman,2002,Head Coach
80,Eric Musselman,2003,Head Coach
80,Eric Musselman,2006,Head Coach
81,Dennis Johnson,2002,Head Coach
82,Hubie Brown,1974,Head Coach
82,Hubie Brown,1975,Head Coach
82,Hubie Brown,1976,Head Coach
82,Hubie Brown,1977,Head Coach
82,Hubie Brown,1978,Head Coach
82,Hubie Brown,1979,Head Coach
82,Hubie Brown,1980,Head Coach
82,Hubie Brown,1982,Head Coach
82,Hubie Brown,1983,Head Coach
82,Hubie Brown,1984,Head Coach
82,Hubie Brown,1985,Head Coach
82,Hubie Brown,1986,Head Coach
82,Hubie Brown,2002,Head Coach
82,Hubie Brown,2003,Head Coach
82,Hubie Brown,2004,Head Coach
83,John Carroll,2003,Head Coach
84,Pete Myers,2003,Head Coach
84,Pete Myers,2007,Head Coach
85,Stan Van Gundy,2003,Head Coach
85,Stan Van Gundy,2004,Head Coach
85,Stan Van Gundy,2005,Head Coach
85,Stan Van Gundy,2007,Head Coach
85,Stan Van Gundy,2008,Head Coach
85,Stan Van Gundy,2009,Head Coach
85,Stan Van Gundy,2010,Head Coach
85,Stan Van Gundy,2011,Head Coach
85,Stan Van Gundy,2014,Head Coach
85,Stan Van Gundy,2015,Head Coach
85,Stan Van Gundy,2016,Head Coach
85,Stan Van Gundy,2017,Head Coach
85,Stan Van Gundy,2020,Head Coach
86,Terry Porter,2003,Head Coach
86,Terry Porter,2004,Head Coach
86,Terry Porter,2008,Head Coach
87,Lawrence Frank,2003,Head Coach
87,Lawrence Frank,2004,Head Coach
87,Lawrence Frank,2005,Head Coach
87,Lawrence Frank,2006,Head Coach
87,Lawrence Frank,2007,Head Coach
87,Lawrence Frank,2008,Head Coach
87,Lawrence Frank,2009,Head Coach
87,Lawrence Frank,2011,Head Coach
87,Lawrence Frank,2012,Head Coach
88,Herb Williams,2003,Head Coach
88,Herb Williams,2004,Head Coach
89,Randy Ayers,2003,Head Coach
90,Kevin O'Neill,2003,Head Coach
91,Mike Woodson,2004,Head Coach
91,Mike Woodson,2005,Head Coach
91,Mike Woodson,2006,Head Coach
91,Mike Woodson,2007,Head Coach
91,Mike Woodson,2008,Head Coach
91,Mike Woodson,2009,Head Coach
91,Mike Woodson,2011,Head Coach
91,Mike Woodson,2012,Head Coach
91,Mike Woodson,2013,Head Coach
92,Brendan Malone,1995,Head Coach
92,Brendan Malone,2004,Head Coach
93,Avery Johnson,2004,Head Coach
93,Avery Johnson,2005,Head Coach
93,Avery Johnson,2006,Head Coach
93,Avery Johnson,2007,Head Coach
93,Avery Johnson,2010,Head Coach
93,Avery Johnson,2011,Head Coach
93,Avery Johnson,2012,Head Coach
94,Michael Cooper,2004,Head Coach
95,Mike Montgomery,2004,Head Coach
95,Mike Montgomery,2005,Head Coach
96,Frank Hamblen,1991,Head Coach
96,Frank Hamblen,2004,Head Coach
97,Kevin McHale,2004,Head Coach
97,Kevin McHale,2008,Head Coach
97,Kevin McHale,2011,Head Coach
97,Kevin McHale,2012,Head Coach
97,Kevin McHale,2013,Head Coach
97,Kevin McHale,2014,Head Coach
97,Kevin McHale,2015,Head Coach
98,Chris Jent,2004,Head Coach
99,Kevin Pritchard,2004,Head Coach
100,Sam Mitchell,2004,Head Coach
100,Sam Mitchell,2005,Head Coach
100,Sam Mitchell,2006,Head Coach
100,Sam Mitchell,2007,Head Coach
100,Sam Mitchell,2008,Head Coach
100,Sam Mitchell,2015,Head Coach
101,Mike Brown,2005,Head Coach
101,Mike Brown,2006,Head Coach
101,Mike Brown,2007,Head Coach
101,Mike Brown,2008,Head Coach
101,Mike Brown,2009,Head Coach
101,Mike Brown,2011,Head Coach
101,Mike Brown,2012,Head Coach
101,Mike Brown,2013,Head Coach
102,Dwane Casey,2005,Head Coach
102,Dwane Casey,2006,Head Coach
102,Dwane Casey,2011,Head Coach
102,Dwane Casey,2012,Head Coach
102,Dwane Casey,2013,Head Coach
102,Dwane Casey,2014,Head Coach
102,Dwane Casey,2015,Head Coach
102,Dwane Casey,2016,Head Coach
102,Dwane Casey,2017,Head Coach
102,Dwane Casey,2018,Head Coach
102,Dwane Casey,2019,Head Coach
102,Dwane Casey,2020,Head Coach
102,Dwane Casey,2021,Head Coach
103,Bob Weiss,1986,Head Coach
103,Bob Weiss,1987,Head Coach
103,Bob Weiss,1990,Head Coach
103,Bob Weiss,1991,Head Coach
103,Bob Weiss,1992,Head Coach
103,Bob Weiss,1993,Head Coach
103,Bob Weiss,2005,Head Coach
104,Tony Barone,2006,Head Coach
105,Larry Krystkowiak,2006,Head Coach
105,Larry Krystkowiak,2007,Head Coach
106,Sam Vincent,2007,Head Coach
107,Jim Boylan,2007,Head Coach
107,Jim Boylan,2012,Head Coach
108,Marc Iavaroni,2007,Head Coach
108,Marc Iavaroni,2008,Head Coach
109,Reggie Theus,2007,Head Coach
109,Reggie Theus,2008,Head Coach
110,Vinny Del Negro,2008,Head Coach
110,Vinny Del Negro,2009,Head Coach
110,Vinny Del Negro,2010,Head Coach
110,Vinny Del Negro,2011,Head Coach
110,Vinny Del Negro,2012,Head Coach
111,Michael Curry,2008,Head Coach
112,Erik Spoelstra,2008,Head Coach
112,Erik Spoelstra,2009,Head Coach
112,Erik Spoelstra,2010,Head Coach
112,Erik Spoelstra,2011,Head Coach
112,Erik Spoelstra,2012,Head Coach
112,Erik Spoelstra,2013,Head Coach
112,Erik Spoelstra,2014,Head Coach
112,Erik Spoelstra,2015,Head Coach
112,Erik Spoelstra,2016,Head Coach
112,Erik Spoelstra,2017,Head Coach
112,Erik Spoelstra,2018,Head Coach
112,Erik Spoelstra,2019,Head Coach
112,Erik Spoelstra,2020,Head Coach
112,Erik Spoelstra,2021,Head Coach
113,Scott Brooks,2008,Head Coach
113,Scott Brooks,2009,Head Coach
113,Scott Brooks,2010,Head Coach
113,Scott Brooks,2011,Head Coach
113,Scott Brooks,2012,Head Coach
113,Scott Brooks,2013,Head Coach
113,Scott Brooks,2014,Head Coach
113,Scott Brooks,2016,Head Coach
113,Scott Brooks,2017,Head Coach
113,Scott Brooks,2018,Head Coach
113,Scott Brooks,2019,Head Coach
113,Scott Brooks,2020,Head Coach
114,Tony DiLeo,2008,Head Coach
115,Kenny Natt,2008,Head Coach
116,Jay Triano,2008,Head Coach
116,Jay Triano,2009,Head Coach
116,Jay Triano,2010,Head Coach
116,Jay Triano,2017,Head Coach
117,Ed Tapscott,2008,Head Coach
118,John Kuester,2009,Head Coach
118,John Kuester,2010,Head Coach
119,Kim Hughes,2009,Head Coach
120,Tom Barrise,2009,Head Coach
121,Kiki Vandeweghe,2009,Head Coach
122,Jeff Bower,2009,Head Coach
123,Larry Drew,2010,Head Coach
123,Larry Drew,2011,Head Coach
123,Larry Drew,2012,Head Coach
123,Larry Drew,2013,Head Coach
123,Larry Drew,2018,Head Coach
124,Tom Thibodeau,2010,Head Coach
124,Tom Thibodeau,2011,Head Coach
124,Tom Thibodeau,2012,Head Coach
124,Tom Thibodeau,2013,Head Coach
124,Tom Thibodeau,2014,Head Coach
124,Tom Thibodeau,2016,Head Coach
124,Tom Thibodeau,2017,Head Coach
124,Tom Thibodeau,2018,Head Coach
124,Tom Thibodeau,2020,Head Coach
124,Tom Thibodeau,2021,Head Coach
125,Frank Vogel,2010,Head Coach
125,Frank Vogel,2011,Head Coach
125,Frank Vogel,2012,Head Coach
125,Frank Vogel,2013,Head Coach
125,Frank Vogel,2014,Head Coach
125,Frank Vogel,2015,Head Coach
125,Frank Vogel,2016,Head Coach
125,Frank Vogel,2017,Head Coach
125,Frank Vogel,2019,Head Coach
125,Frank Vogel,2020,Head Coach
125,Frank Vogel,2021,Head Coach
126,Monty Williams,2010,Head Coach
126,Monty Williams,2011,Head Coach
126,Monty Williams,2012,Head Coach
126,Monty Williams,2013,Head Coach
126,Monty Williams,2014,Head Coach
126,Monty Williams,2019,Head Coach
126,Monty Williams,2020,Head Coach
126,Monty Williams,2021,Head Coach
127,Tyrone Corbin,2010,Head Coach
127,Tyrone Corbin,2011,Head Coach
127,Tyrone Corbin,2012,Head Coach
127,Tyrone Corbin,2013,Head Coach
127,Tyrone Corbin,2014,Head Coach
128,Mark Jackson,2011,Head Coach
128,Mark Jackson,2012,Head Coach
128,Mark Jackson,2013,Head Coach
129,Kaleb Canales,2011,Head Coach
130,Mike Dunlap,2012,Head Coach
131,Jacque Vaughn,2012,Head Coach
131,Jacque Vaughn,2013,Head Coach
131,Jacque Vaughn,2014,Head Coach
131,Jacque Vaughn,2019,Head Coach
132,Lindsey Hunter,2012,Head Coach
133,Mike Budenholzer,2013,Head Coach
133,Mike Budenholzer,2014,Head Coach
133,Mike Budenholzer,2015,Head Coach
133,Mike Budenholzer,2016,Head Coach
133,Mike Budenholzer,2017,Head Coach
133,Mike Budenholzer,2018,Head Coach
133,Mike Budenholzer,2019,Head Coach
133,Mike Budenholzer,2020,Head Coach
133,Mike Budenholzer,2021,Head Coach
134,Brad Stevens,2013,Head Coach
134,Brad Stevens,2014,Head Coach
134,Brad Stevens,2015,Head Coach
134,Brad Stevens,2016,Head Coach
134,Brad Stevens,2017,Head Coach
134,Brad Stevens,2018,Head Coach
134,Brad Stevens,2019,Head Coach
134,Brad Stevens,2020,Head Coach
135,Jason Kidd,2013,Head Coach
135,Jason Kidd,2014,Head Coach
135,Jason Kidd,2015,Head Coach
135,Jason Kidd,2016,Head Coach
135,Jason Kidd,2017,Head Coach
135,Jason Kidd,2021,Head Coach
136,Steve Clifford,2013,Head Coach
136,Steve Clifford,2014,Head Coach
136,Steve Clifford,2015,Head Coach
136,Steve Clifford,2016,Head Coach
136,Steve Clifford,2017,Head Coach
136,Steve Clifford,2018,Head Coach
136,Steve Clifford,2019,Head Coach
136,Steve Clifford,2020,Head Coach
137,Brian Shaw,2013,Head Coach
137,Brian Shaw,2014,Head Coach
138,John Loyer,2013,Head Coach
139,Dave Joerger,2013,Head Coach
139,Dave Joerger,2014,Head Coach
139,Dave Joerger,2015,Head Coach
139,Dave Joerger,2016,Head Coach
139,Dave Joerger,2017,Head Coach
139,Dave Joerger,2018,Head Coach
140,Brett Brown,2013,Head Coach
140,Brett Brown,2014,Head Coach
140,Brett Brown,2015,Head Coach
140,Brett Brown,2016,Head Coach
140,Brett Brown,2017,Head Coach
140,Brett Brown,2018,Head Coach
140,Brett Brown,2019,Head Coach
141,Jeff Hornacek,2013,Head Coach
141,Jeff Hornacek,2014,Head Coach
141,Jeff Hornacek,2015,Head Coach
141,Jeff Hornacek,2016,Head Coach
141,Jeff Hornacek,2017,Head Coach
142,Michael Malone,2013,Head Coach
142,Michael Malone,2014,Head Coach
142,Michael Malone,2015,Head Coach
142,Michael Malone,2016,Head Coach
142,Michael Malone,2017,Head Coach
142,Michael Malone,2018,Head Coach
142,Michael Malone,2019,Head Coach
142,Michael Malone,2020,Head Coach
142,Michael Malone,2021,Head Coach
143,David Blatt,2014,Head Coach
143,David Blatt,2015,Head Coach
144,Melvin Hunt,2014,Head Coach
145,Steve Kerr,2014,Head Coach
145,Steve Kerr,2015,Head Coach
145,Steve Kerr,2016,Head Coach
145,Steve Kerr,2017,Head Coach
145,Steve Kerr,2018,Head Coach
145,Steve Kerr,2019,Head Coach
145,Steve Kerr,2020,Head Coach
145,Steve Kerr,2021,Head Coach
146,Derek Fisher,2014,Head Coach
146,Derek Fisher,2015,Head Coach
147,James Borrego,2014,Head Coach
147,James Borrego,2018,Head Coach
147,James Borrego,2019,Head Coach
147,James Borrego,2020,Head Coach
147,James Borrego,2021,Head Coach
148,Quin Snyder,2014,Head Coach
148,Quin Snyder,2015,Head Coach
148,Quin Snyder,2016,Head Coach
148,Quin Snyder,2017,Head Coach
148,Quin Snyder,2018,Head Coach
148,Quin Snyder,2019,Head Coach
148,Quin Snyder,2020,Head Coach
148,Quin Snyder,2021,Head Coach
149,Tony Brown,2015,Head Coach
150,Fred Hoiberg,2015,Head Coach
150,Fred Hoiberg,2016,Head Coach
150,Fred Hoiberg,2017,Head Coach
150,Fred Hoiberg,2018,Head Coach
151,Tyronn Lue,2015,Head Coach
151,Tyronn Lue,2016,Head Coach
151,Tyronn Lue,2017,Head Coach
151,Tyronn Lue,2018,Head Coach
151,Tyronn Lue,2020,Head Coach
151,Tyronn Lue,2021,Head Coach
152,J.B. Bickerstaff,2015,Head Coach
152,J.B. Bickerstaff,2017,Head Coach
152,J.B. Bickerstaff,2018,Head Coach
152,J.B. Bickerstaff,2019,Head Coach
152,J.B. Bickerstaff,2020,Head Coach
152,J.B. Bickerstaff,2021,Head Coach
153,Billy Donovan,2015,Head Coach
153,Billy Donovan,2016,Head Coach
153,Billy Donovan,2017,Head Coach
153,Billy Donovan,2018,Head Coach
153,Billy Donovan,2019,Head Coach
153,Billy Donovan,2020,Head Coach
153,Billy Donovan,2021,Head Coach
154,Earl Watson,2015,Head Coach
154,Earl Watson,2016,Head Coach
154,Earl Watson,2017,Head Coach
155,Kenny Atkinson,2016,Head Coach
155,Kenny Atkinson,2017,Head Coach
155,Kenny Atkinson,2018,Head Coach
155,Kenny Atkinson,2019,Head Coach
156,Luke Walton,2016,Head Coach
156,Luke Walton,2017,Head Coach
156,Luke Walton,2018,Head Coach
156,Luke Walton,2019,Head Coach
156,Luke Walton,2020,Head Coach
156,Luke Walton,2021,Head Coach
157,David Fizdale,2016,Head Coach
157,David Fizdale,2017,Head Coach
157,David Fizdale,2018,Head Coach
157,David Fizdale,2019,Head Coach
158,Joe Prunty,2017,Head Coach
159,Lloyd Pierce,2018,Head Coach
159,Lloyd Pierce,2019,Head Coach
159,Lloyd Pierce,2020,Head Coach
160,Jim Boylen,2018,Head Coach
160,Jim Boylen,2019,Head Coach
161,Ryan Saunders,2018,Head Coach
161,Ryan Saunders,2019,Head Coach
161,Ryan Saunders,2020,Head Coach
162,Igor Kokoskov,2018,Head Coach
163,Nick Nurse,2018,Head Coach
163,Nick Nurse,2019,Head Coach
163,Nick Nurse,2020,Head Coach
163,Nick Nurse,2021,Head Coach
164,John Beilein,2019,Head Coach
165,Taylor Jenkins,2019,Head Coach
165,Taylor Jenkins,2020,Head Coach
165,Taylor Jenkins,2021,Head Coach
166,Mike Miller,2019,Head Coach
